schema_version,preset,cohort,dataset,task,canonical_name,model_class,module,selection,seed,status,error_message,n_train,n_test,n_features,rmsep,mae,r2,balanced_accuracy,macro_f1,score_metric,score_value,lower_is_better,ref_pls_score,score_ratio_vs_pls,fit_time_s,predict_time_s,started_at,ended_at,host,config_template,notes
0.1.0,best_current,full57,ALPINE_P_291_KS,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,247,44,2151,0.06443490344907671,0.04750181059819487,0.5933166764564104,,,rmsep,0.06443490344907671,True,,,2.793702668044716,0.0003527989611029625,2026-05-10T07:19:06.148329+00:00,2026-05-10T07:19:09.790090+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,Rice_Amylose_313_YbasedSplit,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,203,110,1154,2.057289049401163,1.592689228433016,0.8453653741711524,,,rmsep,2.057289049401163,True,,,1.8129430380649865,0.0002280368935316801,2026-05-10T07:19:09.791927+00:00,2026-05-10T07:19:11.653861+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,Beef_Marbling_RandomSplit,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,554,278,331,73.18812571086373,56.59577422993087,0.45693791766681613,,,rmsep,73.18812571086373,True,,,1.1476032079663128,0.00019659497775137424,2026-05-10T07:19:11.654403+00:00,2026-05-10T07:19:12.833221+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,Beer_OriginalExtract_60_KS,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,40,20,576,0.3288731834575111,0.26731341947198745,0.9577337576654347,,,rmsep,0.3288731834575111,True,,,1.2611936030443758,7.278798148036003e-05,2026-05-10T07:19:12.833349+00:00,2026-05-10T07:19:14.110841+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,Beer_OriginalExtract_60_YbaseSplit,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,40,20,576,0.29854228751598805,0.23327078648963112,0.9850369927634313,,,rmsep,0.29854228751598805,True,,,1.2314189330209047,7.127784192562103e-05,2026-05-10T07:19:14.110978+00:00,2026-05-10T07:19:15.357143+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,brix_groupSampleID_stratDateVar_balRows,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1434,699,2101,3.874830715772866,3.0477323474206406,0.49735668272061995,,,rmsep,3.874830715772866,True,,,5.344527856912464,0.006622179178521037,2026-05-10T07:19:15.357254+00:00,2026-05-10T07:19:21.080544+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,ph_groupSampleID_stratDateVar_balRows,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,912,489,2101,0.37070813411503994,0.2630953104521168,0.35344758511705254,,,rmsep,0.37070813411503994,True,,,5.917781641008332,0.018001811811700463,2026-05-10T07:19:21.083282+00:00,2026-05-10T07:19:27.306084+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,ta_groupSampleID_stratDateVar_balRows,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,912,489,2101,1.9296309740861892,1.530982011477401,0.3786504622465401,,,rmsep,1.9296309740861892,True,,,5.473762180889025,0.014383596833795309,2026-05-10T07:19:27.308038+00:00,2026-05-10T07:19:33.056708+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,Biscuit_Fat_40_RandomSplit,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,40,32,700,0.5433769613370407,0.46463400591469683,0.9245661024059751,,,rmsep,0.5433769613370407,True,,,1.3201804859563708,9.939214214682579e-05,2026-05-10T07:19:33.058072+00:00,2026-05-10T07:19:34.409189+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,Biscuit_Sucrose_40_RandomSplit,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,40,32,700,1.1517710361495501,0.9994120212245889,0.9124897573264238,,,rmsep,1.1517710361495501,True,,,1.3564568988513201,0.00010118377394974232,2026-05-10T07:19:34.409329+00:00,2026-05-10T07:19:35.782855+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,C_woOutlier,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1210,1209,1154,2.1608075289851785,0.8983019477700224,0.40327891084484846,,,rmsep,2.1608075289851785,True,,,2.7474372719880193,0.00525360694155097,2026-05-10T07:19:35.782989+00:00,2026-05-10T07:19:38.692410+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,N_wOutlier,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1220,1207,1154,0.3540996131578848,0.2507373086998771,0.9418460850919094,,,rmsep,0.3540996131578848,True,,,3.492192456033081,0.0035861229989677668,2026-05-10T07:19:38.692632+00:00,2026-05-10T07:19:42.359262+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,N_woOutlier,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,1205,1207,1154,0.27467892492611584,0.19805120089640008,0.9650071971545137,,,rmsep,0.27467892492611584,True,,,3.366992495022714,0.0016721459105610847,2026-05-10T07:19:42.359435+00:00,2026-05-10T07:19:45.919282+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,Corn_Oil_80_ZhengChenPelegYbaseSplit,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,64,16,700,0.023820074997146945,0.020566326183303674,0.9812286589593766,,,rmsep,0.023820074997146945,True,,,1.2492675150278956,6.760912947356701e-05,2026-05-10T07:19:45.921064+00:00,2026-05-10T07:19:47.200277+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,Corn_Starch_80_ZhengChenPelegYbaseSplit,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,64,16,700,0.13646731190389869,0.11003701324956605,0.9706948217531995,,,rmsep,0.13646731190389869,True,,,1.292871356010437,7.062708027660847e-05,2026-05-10T07:19:47.200385+00:00,2026-05-10T07:19:48.509895+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,DIESEL_bp50_246_b-a,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,113,113,401,2.8150722330384075,2.200116334795644,0.9642971382962797,,,rmsep,2.8150722330384075,True,,,1.1200182288885117,0.00013931305147707462,2026-05-10T07:19:48.510008+00:00,2026-05-10T07:19:49.649834+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
0.1.0,best_current,full57,DIESEL_bp50_246_hla-b,regression,AOM-PLS-compact-numpy,AOMPLSRegressor,aompls.estimators,default,0,ok,,133,113,401,3.162852356606701,2.340051485190947,0.9657558361493445,,,rmsep,3.162852356606701,True,,,1.0625348938629031,0.00011872616596519947,2026-05-10T07:19:49.649983+00:00,2026-05-10T07:19:50.733475+00:00,U108-N257,bench/scenarios/configs/aom_pls_compact_numpy.yaml,dispatch: provisional production fit/predict (D-C-006).
