1100,1105,1110,1115,1120,1125,1130,1135,1140,1145,1150,1155,1160,1165,1170,1175,1180,1185,1190,1195,1200,1205,1210,1215,1220,1225,1230,1235,1240,1245,1250,1255,1260,1265,1270,1275,1280,1285,1290,1295,1301,1306,1311,1316,1321,1326,1331,1336,1341,1346,1351,1356,1361,1366,1371,1376,1381,1386,1391,1396,1401,1406,1411,1416,1421,1426,1431,1436,1441,1446,1451,1456,1461,1466,1471,1476,1481,1486,1491,1496,1502,1507,1512,1517,1522,1527,1532,1537,1542,1547,1552,1557,1562,1567,1572,1577,1582,1587,1592,1597,1602,1607,1612,1617,1622,1627,1632,1637,1642,1647,1652,1657,1662,1667,1672,1677,1682,1687,1692,1697,1703,1708,1713,1718,1723,1728,1733,1738,1743,1748,1753,1758,1763,1768,1773,1778,1783,1788,1793,1798,1803,1808,1813,1818,1823,1828,1833,1838,1843,1848,1853,1858,1863,1868,1873,1878,1883,1888,1893,1898,1904,1909,1914,1919,1924,1929,1934,1939,1944,1949,1954,1959,1964,1969,1974,1979,1984,1989,1994,1999,2004,2009,2014,2019,2024,2029,2034,2039,2044,2049,2054,2059,2064,2069,2074,2079,2084,2089,2094,2100
0.568049,0.574532,0.573956,0.580923,0.582642,0.589395,0.593257,0.602429,0.606859,0.611070,0.617390,0.622032,0.629242,0.633620,0.640983,0.647183,0.653263,0.656827,0.660765,0.667901,0.680085,0.680845,0.688889,0.700473,0.702546,0.708703,0.715592,0.723515,0.724882,0.730087,0.738949,0.742880,0.741749,0.747956,0.751956,0.760150,0.759522,0.766700,0.764979,0.772815,0.773593,0.778103,0.779760,0.781803,0.778756,0.783409,0.782776,0.778323,0.787357,0.782282,0.785064,0.783348,0.784518,0.777518,0.777805,0.777774,0.777603,0.780804,0.774870,0.773460,0.769747,0.769133,0.766923,0.767168,0.764384,0.761202,0.754196,0.753088,0.755671,0.753427,0.748036,0.744696,0.740565,0.736921,0.737963,0.731451,0.731647,0.724704,0.723944,0.720866,0.719482,0.718054,0.716319,0.709989,0.710439,0.704793,0.701576,0.699625,0.698885,0.696843,0.687642,0.689989,0.685287,0.682556,0.682006,0.677133,0.677142,0.677419,0.671485,0.671383,0.671667,0.663429,0.660669,0.660585,0.657715,0.654285,0.657668,0.650680,0.649577,0.647995,0.644415,0.642487,0.640019,0.639451,0.639119,0.633044,0.634878,0.630749,0.634582,0.628278,0.626948,0.628628,0.624575,0.621747,0.621966,0.625262,0.624574,0.616867,0.613292,0.619074,0.611378,0.614363,0.615598,0.610432,0.612585,0.610432,0.608891,0.611290,0.610142,0.605962,0.602918,0.599638,0.601618,0.597063,0.599565,0.596021,0.594971,0.597239,0.594352,0.592660,0.591271,0.590579,0.588270,0.587977,0.589364,0.587319,0.585152,0.583542,0.582327,0.580390,0.581108,0.576027,0.575278,0.573101,0.569946,0.572709,0.571470,0.568311,0.563175,0.564333,0.564134,0.564190,0.562092,0.556209,0.551935,0.554791,0.548390,0.550140,0.544537,0.547484,0.546228,0.543803,0.544708,0.539451,0.543917,0.539001,0.536616,0.530262,0.531739,0.532287,0.528957,0.530419,0.523945,0.521496,0.528514,0.526011,0.522211,0.517936,0.517040,0.516503
0.591981,0.607382,0.614376,0.613835,0.623631,0.633186,0.634991,0.649916,0.655304,0.663986,0.669784,0.680089,0.686394,0.695636,0.707730,0.718463,0.725756,0.730377,0.737296,0.752894,0.755077,0.768244,0.772798,0.784769,0.787867,0.801865,0.807197,0.821531,0.821038,0.825612,0.830168,0.843694,0.846469,0.846228,0.852731,0.863556,0.861652,0.866688,0.866932,0.871770,0.874515,0.876367,0.873497,0.871654,0.868479,0.871280,0.870999,0.868759,0.862285,0.866926,0.862464,0.853154,0.852922,0.848494,0.843426,0.838759,0.832262,0.826285,0.822509,0.815628,0.809833,0.802999,0.798201,0.795090,0.787215,0.776402,0.772699,0.770946,0.760946,0.753099,0.745161,0.739336,0.737553,0.734229,0.724772,0.714088,0.710842,0.704652,0.700451,0.698917,0.696210,0.687934,0.680997,0.680222,0.672438,0.668488,0.659578,0.662363,0.662406,0.651470,0.648852,0.651201,0.643294,0.643885,0.638720,0.636467,0.632575,0.635056,0.629329,0.629049,0.624834,0.625935,0.625705,0.623461,0.622958,0.619466,0.607725,0.614988,0.614111,0.610456,0.613033,0.607109,0.607272,0.604385,0.601450,0.599698,0.597988,0.594585,0.604370,0.591165,0.593308,0.592544,0.587657,0.584453,0.586712,0.588970,0.581160,0.580817,0.580219,0.575864,0.580292,0.573751,0.569505,0.566298,0.568582,0.566365,0.563295,0.559896,0.561409,0.555420,0.553990,0.551593,0.553053,0.546393,0.548082,0.540449,0.541489,0.542617,0.535380,0.532431,0.532853,0.534784,0.531502,0.532469,0.528117,0.526674,0.521123,0.522210,0.521857,0.517455,0.515954,0.517770,0.517596,0.516149,0.511610,0.511475,0.510617,0.511509,0.510725,0.507284,0.508865,0.505665,0.505187,0.506850,0.505970,0.500393,0.501373,0.505406,0.505615,0.503848,0.502778,0.497510,0.498429,0.496959,0.496548,0.500794,0.495889,0.499455,0.500813,0.496479,0.502291,0.495988,0.497941,0.494154,0.497910,0.500152,0.498859,0.495977,0.499095,0.494467
0.549031,0.551154,0.551230,0.558837,0.566581,0.566252,0.572045,0.573249,0.581760,0.585643,0.592509,0.594847,0.597672,0.603968,0.608793,0.616823,0.619667,0.624558,0.633473,0.634300,0.640866,0.644369,0.647689,0.655145,0.662000,0.670110,0.673252,0.679398,0.682536,0.687541,0.694888,0.704704,0.710630,0.718148,0.714685,0.718403,0.727535,0.735149,0.739043,0.744301,0.744767,0.749658,0.755295,0.764603,0.770599,0.772285,0.780009,0.780005,0.786449,0.793293,0.789000,0.800783,0.803708,0.804597,0.808990,0.813924,0.818157,0.816516,0.826746,0.826036,0.828903,0.832228,0.831871,0.842971,0.834935,0.843565,0.840474,0.837797,0.840158,0.838900,0.841450,0.840207,0.841809,0.845942,0.840745,0.838384,0.837835,0.840201,0.838057,0.831032,0.834574,0.830460,0.824578,0.819557,0.817546,0.818746,0.810047,0.807326,0.799464,0.794607,0.791617,0.787822,0.780199,0.765896,0.768447,0.758987,0.753210,0.746952,0.736604,0.733086,0.728553,0.723642,0.716426,0.706142,0.698312,0.693837,0.691320,0.677710,0.676485,0.666205,0.667338,0.655553,0.648735,0.642461,0.635860,0.631183,0.624351,0.620141,0.620705,0.612513,0.608248,0.601834,0.596787,0.593667,0.591295,0.590749,0.585545,0.575498,0.570521,0.575975,0.572149,0.566327,0.564932,0.560668,0.560966,0.563217,0.554607,0.550389,0.554710,0.552185,0.545306,0.547766,0.545477,0.544457,0.545184,0.543297,0.540253,0.544249,0.537965,0.537502,0.536097,0.533741,0.535443,0.529789,0.533899,0.530795,0.529452,0.530345,0.530514,0.528801,0.529118,0.533827,0.531826,0.525736,0.529284,0.524501,0.522133,0.521444,0.523505,0.519177,0.523424,0.518873,0.520878,0.524412,0.519440,0.518035,0.520640,0.515802,0.515729,0.514916,0.513401,0.513770,0.516847,0.511618,0.513078,0.509681,0.512029,0.511217,0.505115,0.512833,0.508649,0.506129,0.509216,0.508198,0.505846,0.505701,0.501302,0.502551,0.505724,0.501466
0.516952,0.517157,0.521715,0.515287,0.519230,0.520474,0.521444,0.524326,0.528724,0.527468,0.533318,0.526209,0.533983,0.528623,0.536799,0.536573,0.543504,0.544859,0.545756,0.545918,0.550049,0.552699,0.559054,0.559749,0.561427,0.567660,0.562884,0.568354,0.577370,0.578878,0.577999,0.586367,0.591495,0.593086,0.599063,0.596893,0.608081,0.611749,0.614598,0.617104,0.621879,0.627323,0.629051,0.639485,0.643998,0.651355,0.650454,0.658404,0.667125,0.668298,0.674632,0.677022,0.688170,0.687734,0.695254,0.702293,0.709199,0.713712,0.719584,0.720798,0.726412,0.729891,0.737477,0.746361,0.747077,0.753820,0.756323,0.761018,0.763776,0.773372,0.774352,0.773185,0.780180,0.780514,0.781439,0.785960,0.786300,0.787681,0.791460,0.791922,0.790269,0.793798,0.791608,0.786122,0.786364,0.783539,0.782778,0.787504,0.777487,0.781290,0.775581,0.773513,0.770906,0.764121,0.764203,0.762702,0.755835,0.752297,0.745805,0.744094,0.741543,0.738506,0.726971,0.725853,0.723605,0.719072,0.713926,0.708258,0.705900,0.703170,0.693677,0.693266,0.691212,0.689774,0.682701,0.680825,0.683729,0.677583,0.676640,0.670578,0.669567,0.665861,0.665891,0.660475,0.663895,0.660873,0.660818,0.658282,0.657979,0.659263,0.658739,0.655006,0.656441,0.658333,0.658323,0.659403,0.654557,0.658548,0.661384,0.661995,0.657141,0.659169,0.661653,0.657191,0.664828,0.662640,0.661504,0.664936,0.661792,0.662560,0.666841,0.668660,0.662013,0.661417,0.662337,0.664694,0.664074,0.661699,0.662391,0.658714,0.656718,0.659645,0.659806,0.653527,0.654298,0.650404,0.650152,0.642656,0.647399,0.640428,0.639063,0.630467,0.632438,0.635210,0.630237,0.621757,0.620020,0.618307,0.614846,0.609230,0.607728,0.603448,0.598073,0.595200,0.593433,0.592299,0.581377,0.583871,0.577984,0.578216,0.568449,0.568979,0.564528,0.566104,0.562733,0.555836,0.553537,0.550617,0.545297,0.549358
0.570891,0.572742,0.581941,0.579766,0.586591,0.594016,0.597049,0.601064,0.604064,0.617814,0.623937,0.629394,0.635397,0.639444,0.647931,0.649759,0.656329,0.668177,0.673052,0.680628,0.685521,0.692531,0.699019,0.701261,0.713794,0.718060,0.724824,0.727831,0.736225,0.744331,0.745420,0.753430,0.757549,0.764692,0.765633,0.777365,0.777106,0.777986,0.784037,0.782965,0.791075,0.791682,0.796092,0.797173,0.800261,0.807464,0.803590,0.803913,0.805929,0.805132,0.806329,0.809529,0.807353,0.803371,0.810385,0.807931,0.811102,0.804923,0.804231,0.802057,0.799921,0.801149,0.793947,0.798193,0.795751,0.795726,0.791694,0.787448,0.786330,0.783455,0.775591,0.775844,0.774050,0.769573,0.766449,0.762499,0.759820,0.755448,0.753559,0.747730,0.742305,0.742999,0.740180,0.734263,0.732026,0.727154,0.717498,0.714047,0.714125,0.708762,0.704155,0.698830,0.692735,0.688602,0.684281,0.679438,0.674765,0.675527,0.665789,0.664796,0.658431,0.654299,0.646369,0.642487,0.641909,0.632508,0.630138,0.629206,0.625126,0.623141,0.621857,0.616926,0.613691,0.609411,0.606151,0.600985,0.599657,0.594165,0.595248,0.593656,0.582666,0.586705,0.584681,0.581349,0.583276,0.581140,0.583203,0.580792,0.578733,0.577523,0.580826,0.573483,0.578692,0.573032,0.577341,0.572890,0.571799,0.569263,0.577931,0.570398,0.569733,0.575184,0.574382,0.572316,0.569440,0.573470,0.574855,0.574053,0.571491,0.571936,0.574232,0.571097,0.571660,0.573949,0.572618,0.575259,0.570494,0.571016,0.567440,0.569899,0.565526,0.571527,0.565556,0.566314,0.564362,0.558526,0.567619,0.564621,0.559305,0.560223,0.559992,0.561534,0.559148,0.559586,0.555991,0.554266,0.550300,0.554659,0.546759,0.552374,0.548861,0.539011,0.541686,0.540761,0.539053,0.538401,0.538439,0.533301,0.536597,0.533068,0.532485,0.525349,0.528026,0.527928,0.523212,0.521764,0.520674,0.520200,0.515673,0.522490
0.560232,0.558849,0.565643,0.564872,0.573731,0.581037,0.580286,0.585597,0.592694,0.597089,0.598587,0.601566,0.610454,0.616524,0.618251,0.624886,0.630930,0.636181,0.637636,0.644521,0.655220,0.653461,0.661584,0.665086,0.667855,0.673039,0.675660,0.684885,0.684795,0.685499,0.695458,0.693820,0.701476,0.704284,0.700921,0.707289,0.710733,0.708410,0.711976,0.715715,0.708497,0.713505,0.712074,0.714592,0.707186,0.712330,0.707980,0.712311,0.704275,0.704468,0.706444,0.707330,0.698992,0.698746,0.691378,0.690743,0.690391,0.684170,0.683068,0.674780,0.673075,0.673596,0.670246,0.665442,0.665328,0.658856,0.656399,0.653806,0.648170,0.649093,0.641952,0.642613,0.641099,0.634079,0.631906,0.631306,0.634915,0.632789,0.632644,0.626821,0.625700,0.621430,0.621123,0.625255,0.622274,0.625060,0.628322,0.622609,0.627431,0.627810,0.630894,0.634824,0.634822,0.635792,0.638827,0.640737,0.645429,0.643908,0.647037,0.651809,0.647824,0.656307,0.658525,0.659138,0.661419,0.668010,0.667044,0.674500,0.679210,0.676149,0.677949,0.682331,0.684494,0.687932,0.688423,0.685605,0.694081,0.695842,0.694287,0.698068,0.693655,0.699323,0.697564,0.702751,0.706277,0.703696,0.704970,0.706187,0.702012,0.703627,0.707466,0.703422,0.702375,0.707277,0.701283,0.702437,0.698662,0.701219,0.700593,0.699523,0.695860,0.696104,0.694296,0.694654,0.691172,0.689636,0.689185,0.687705,0.689305,0.677179,0.676975,0.679557,0.679657,0.677875,0.673645,0.669378,0.664481,0.661833,0.666495,0.655665,0.652562,0.653153,0.653352,0.645930,0.641623,0.641344,0.634200,0.632061,0.628229,0.629171,0.623848,0.619859,0.619917,0.613810,0.611700,0.605798,0.602893,0.597443,0.597214,0.589168,0.591805,0.581247,0.585282,0.578669,0.574201,0.570371,0.569349,0.563550,0.565004,0.556355,0.560044,0.552142,0.547932,0.541611,0.548858,0.543740,0.539776,0.539603,0.536242,0.535519
0.512064,0.513844,0.510669,0.515999,0.514554,0.510740,0.515069,0.515881,0.517614,0.517351,0.519792,0.520732,0.518530,0.518611,0.522282,0.527043,0.523513,0.521945,0.525690,0.526680,0.526871,0.529433,0.528086,0.530885,0.534447,0.538144,0.534460,0.532897,0.541581,0.542806,0.539465,0.539821,0.539858,0.540967,0.545274,0.545617,0.548347,0.546807,0.549903,0.552867,0.545929,0.547103,0.554933,0.556068,0.556689,0.555296,0.555911,0.557265,0.559327,0.553088,0.564755,0.563744,0.563477,0.565842,0.567331,0.568404,0.570777,0.568045,0.576224,0.579231,0.582814,0.586982,0.586438,0.588526,0.589313,0.592888,0.596925,0.602754,0.603778,0.602225,0.616517,0.614837,0.621315,0.629100,0.634303,0.637280,0.641515,0.647549,0.653628,0.657566,0.664223,0.673177,0.677508,0.683805,0.690986,0.697375,0.704667,0.720949,0.724212,0.733165,0.736774,0.748733,0.754639,0.766991,0.772390,0.779528,0.789414,0.798035,0.806089,0.815757,0.822274,0.833566,0.840540,0.843120,0.850886,0.860669,0.866634,0.878173,0.878806,0.880930,0.889713,0.893782,0.898524,0.905390,0.900697,0.906585,0.909594,0.914283,0.911831,0.915239,0.908905,0.907783,0.910843,0.910539,0.907255,0.899700,0.899994,0.899062,0.888721,0.883395,0.878889,0.874872,0.863508,0.861211,0.855506,0.845890,0.837217,0.832935,0.820257,0.807348,0.804624,0.793379,0.786976,0.777095,0.769398,0.754955,0.745218,0.737154,0.725702,0.724220,0.711860,0.700758,0.694793,0.688967,0.675909,0.673727,0.664875,0.655962,0.650548,0.637541,0.636792,0.628844,0.619062,0.614157,0.605276,0.600267,0.592497,0.593254,0.584927,0.581406,0.579984,0.571356,0.570648,0.564881,0.557827,0.553835,0.553564,0.548597,0.548969,0.544276,0.537425,0.538454,0.530922,0.529792,0.532895,0.530994,0.523652,0.525320,0.522091,0.520139,0.516046,0.525941,0.518972,0.516592,0.517081,0.511556,0.518595,0.513748,0.510524,0.511203
0.515033,0.515009,0.509732,0.514892,0.512464,0.519114,0.523977,0.520804,0.521483,0.524705,0.523967,0.523103,0.528083,0.526977,0.528195,0.533248,0.535589,0.538474,0.538403,0.542712,0.547813,0.549785,0.553436,0.553076,0.559529,0.557946,0.561846,0.568850,0.569640,0.571966,0.571720,0.580383,0.587835,0.589192,0.591177,0.595475,0.606057,0.612458,0.610991,0.616030,0.629022,0.631958,0.637175,0.636602,0.651519,0.654254,0.666426,0.671297,0.677399,0.684791,0.688961,0.696540,0.700180,0.710732,0.716186,0.726967,0.733040,0.744447,0.752184,0.751739,0.760988,0.766749,0.771997,0.779090,0.781520,0.787976,0.794335,0.801080,0.804880,0.814664,0.815545,0.816086,0.818743,0.824757,0.828950,0.826484,0.829931,0.830052,0.829222,0.833042,0.828974,0.832086,0.827782,0.822907,0.824470,0.825910,0.826592,0.817913,0.815747,0.806127,0.805356,0.796020,0.797970,0.792201,0.785654,0.777189,0.769181,0.766913,0.760220,0.751666,0.748861,0.740038,0.732946,0.728810,0.722739,0.710939,0.711826,0.698661,0.693560,0.687886,0.676853,0.672447,0.672122,0.663524,0.655856,0.652878,0.649300,0.645756,0.646100,0.640372,0.633282,0.631964,0.632451,0.627114,0.626864,0.619631,0.622438,0.622628,0.619256,0.620664,0.616292,0.622327,0.619427,0.616319,0.615864,0.620717,0.618303,0.615404,0.621528,0.619905,0.623492,0.625374,0.625128,0.623713,0.624973,0.627362,0.629867,0.627644,0.631265,0.628350,0.630995,0.632011,0.636036,0.637899,0.637557,0.634533,0.640564,0.633902,0.637609,0.640953,0.631776,0.632807,0.633866,0.634010,0.628496,0.629525,0.626496,0.627632,0.618247,0.620815,0.616253,0.614006,0.615102,0.615370,0.613513,0.607057,0.602549,0.595322,0.596283,0.594879,0.589818,0.588461,0.585796,0.574737,0.576269,0.575035,0.573297,0.569491,0.566373,0.561986,0.558280,0.552561,0.550095,0.545576,0.544547,0.544159,0.538447,0.536329,0.536333,0.535320
0.529860,0.531934,0.531402,0.535481,0.537873,0.538243,0.542261,0.544338,0.548679,0.546553,0.553800,0.554424,0.557805,0.555709,0.565354,0.565374,0.577183,0.567450,0.573331,0.580344,0.585019,0.586446,0.584759,0.588386,0.588415,0.594746,0.598062,0.602913,0.598403,0.603490,0.602788,0.607017,0.610460,0.610300,0.612692,0.617323,0.617018,0.618217,0.622732,0.622225,0.620912,0.625222,0.622810,0.623416,0.625941,0.627990,0.632654,0.630885,0.629685,0.629116,0.631439,0.632026,0.633596,0.637754,0.635845,0.633912,0.635975,0.636377,0.635278,0.636771,0.633125,0.638028,0.633569,0.635686,0.639651,0.636923,0.643275,0.645069,0.641932,0.643953,0.643449,0.647673,0.649465,0.652856,0.652952,0.651161,0.662214,0.658172,0.664083,0.670218,0.667781,0.674267,0.678726,0.680116,0.681679,0.689217,0.693710,0.696675,0.700705,0.704115,0.708712,0.719493,0.718369,0.722855,0.730501,0.733997,0.740446,0.745044,0.749017,0.753110,0.760996,0.767149,0.768914,0.779571,0.779991,0.783306,0.784212,0.788610,0.797878,0.797426,0.798759,0.803900,0.804219,0.809597,0.810301,0.812977,0.811378,0.811689,0.808857,0.814878,0.815305,0.810228,0.811844,0.812706,0.806542,0.807196,0.805966,0.804188,0.794998,0.797578,0.792804,0.788530,0.785964,0.778037,0.771792,0.768104,0.762359,0.760019,0.754848,0.747748,0.742361,0.736014,0.729892,0.724257,0.717170,0.711357,0.707332,0.701641,0.695017,0.690346,0.678947,0.677057,0.672384,0.665871,0.654760,0.656646,0.645217,0.643539,0.634160,0.635676,0.632144,0.621508,0.615213,0.610571,0.609925,0.603165,0.598506,0.594170,0.588591,0.587348,0.582690,0.579655,0.576995,0.572530,0.569096,0.562620,0.563712,0.557716,0.557310,0.552080,0.548239,0.551365,0.550040,0.547035,0.544940,0.539673,0.535942,0.531997,0.533033,0.530392,0.529374,0.527312,0.528088,0.522239,0.522658,0.516407,0.524429,0.520689,0.519815,0.514615
