1602;1607;1612;1617;1622;1627;1632;1637;1642;1647;1652;1657;1662;1667;1672;1677;1682;1687;1692;1697;1703;1708;1713;1718;1723;1728;1733;1738;1743;1748;1753;1758;1763;1768;1773;1778;1783;1788;1793;1798;1803;1808;1813;1818;1823;1828;1833;1838;1843;1848;1853;1858;1863;1868;1873;1878;1883;1888;1893;1898;1904;1909;1914;1919;1924;1929;1934;1939;1944;1949;1954;1959;1964;1969;1974;1979;1984;1989;1994;1999;2004;2009;2014;2019;2024;2029;2034;2039;2044;2049;2054;2059;2064;2069;2074;2079;2084;2089;2094;2100
0.668052;0.672951;0.667321;0.670718;0.673379;0.671463;0.671901;0.676509;0.678239;0.676572;0.680650;0.681665;0.680768;0.681482;0.686348;0.682660;0.686140;0.691022;0.689664;0.697190;0.696610;0.698143;0.701902;0.701414;0.705549;0.709571;0.713526;0.711626;0.719838;0.721308;0.724550;0.731336;0.731579;0.729135;0.741160;0.743196;0.744311;0.744095;0.751543;0.756346;0.754299;0.757175;0.761879;0.765559;0.762379;0.770139;0.766523;0.770428;0.772369;0.770176;0.775519;0.769058;0.773233;0.777401;0.775822;0.777947;0.776737;0.772885;0.768156;0.768079;0.768286;0.763937;0.763284;0.764469;0.758750;0.754321;0.750159;0.747163;0.737191;0.739472;0.734330;0.733984;0.726356;0.720697;0.717832;0.708129;0.698831;0.695360;0.687634;0.682697;0.678412;0.673633;0.666361;0.658337;0.653384;0.646125;0.642590;0.628825;0.626415;0.620150;0.618305;0.611460;0.605822;0.596307;0.592514;0.592813;0.584052;0.579423;0.582357;0.566762
0.656975;0.658821;0.654225;0.653196;0.654299;0.649752;0.648678;0.652289;0.646841;0.650108;0.649306;0.645182;0.647647;0.649561;0.644005;0.640631;0.640968;0.646828;0.645855;0.651845;0.649305;0.654651;0.658658;0.656317;0.655626;0.665330;0.662354;0.667450;0.668517;0.667683;0.672607;0.676409;0.678961;0.685971;0.687487;0.696746;0.697877;0.702007;0.705876;0.706181;0.711861;0.711412;0.721412;0.722413;0.725199;0.728972;0.734861;0.734576;0.739537;0.742741;0.746021;0.753040;0.746006;0.751071;0.751320;0.753991;0.751265;0.752575;0.755001;0.753111;0.751307;0.755756;0.747329;0.745778;0.747280;0.742610;0.739050;0.735741;0.734281;0.724945;0.726828;0.720646;0.716504;0.709473;0.709443;0.703597;0.694522;0.692958;0.686952;0.682576;0.672466;0.666850;0.662654;0.657471;0.653722;0.646718;0.634697;0.636990;0.629050;0.623944;0.618820;0.616209;0.610077;0.602285;0.597174;0.595120;0.586367;0.583105;0.581519;0.573115
0.745429;0.735759;0.734862;0.728278;0.723434;0.720191;0.712395;0.702924;0.698504;0.697208;0.694162;0.689987;0.682579;0.678637;0.671543;0.672194;0.669929;0.659809;0.663552;0.661709;0.659500;0.654353;0.650270;0.654615;0.648238;0.647831;0.648812;0.651021;0.649688;0.649718;0.650218;0.646363;0.646230;0.649949;0.651008;0.656838;0.650913;0.654096;0.655373;0.659810;0.654191;0.659414;0.659917;0.665794;0.667866;0.666704;0.666784;0.671836;0.674848;0.671239;0.671951;0.674117;0.672885;0.677613;0.673937;0.673289;0.672222;0.672792;0.676259;0.673284;0.677286;0.678212;0.673257;0.672238;0.666609;0.668448;0.663720;0.664330;0.665596;0.653908;0.657017;0.655046;0.648811;0.643786;0.643984;0.641876;0.634201;0.634984;0.632086;0.625451;0.623120;0.613586;0.607853;0.607957;0.601925;0.601748;0.597325;0.591996;0.586223;0.585513;0.581697;0.579884;0.577927;0.572181;0.563890;0.562797;0.557970;0.554184;0.554837;0.546714
0.641999;0.639416;0.634035;0.635367;0.631992;0.632948;0.628290;0.625354;0.631247;0.624212;0.625027;0.616577;0.619081;0.620152;0.618978;0.615067;0.617897;0.611418;0.606863;0.606419;0.605849;0.608398;0.606516;0.597898;0.602955;0.595843;0.591785;0.593096;0.590646;0.590343;0.588641;0.587127;0.585786;0.579708;0.581052;0.582623;0.575539;0.572144;0.576135;0.574310;0.569770;0.569086;0.567522;0.569933;0.559336;0.558288;0.562707;0.557265;0.552268;0.555973;0.549703;0.547134;0.548850;0.548415;0.547872;0.542453;0.536727;0.537224;0.540142;0.537526;0.531834;0.533544;0.535588;0.531885;0.534223;0.531362;0.530707;0.525788;0.525751;0.526395;0.523182;0.522345;0.524160;0.522838;0.518353;0.516875;0.515102;0.513642;0.519841;0.516786;0.516204;0.518963;0.511189;0.517110;0.510637;0.509045;0.511400;0.511176;0.509844;0.507926;0.509527;0.508013;0.506755;0.506282;0.507990;0.508769;0.506819;0.504040;0.509252;0.504613
0.711990;0.709883;0.705984;0.706479;0.702604;0.699936;0.690938;0.692594;0.687744;0.683327;0.682208;0.681147;0.676725;0.673328;0.675317;0.670599;0.669774;0.670077;0.667191;0.675859;0.667925;0.668722;0.666585;0.665091;0.665795;0.669320;0.667009;0.668233;0.672684;0.672091;0.671785;0.670464;0.673591;0.676757;0.682068;0.679061;0.684796;0.689294;0.693381;0.687347;0.692747;0.697439;0.698926;0.703609;0.703020;0.707056;0.703647;0.710229;0.714425;0.722049;0.711722;0.718963;0.716779;0.719310;0.719148;0.718962;0.719869;0.722289;0.720470;0.720590;0.713820;0.715294;0.715439;0.714511;0.709230;0.710633;0.701536;0.698350;0.695365;0.694862;0.693915;0.683724;0.685095;0.678265;0.673509;0.666721;0.664873;0.660907;0.655252;0.647770;0.646867;0.637254;0.638394;0.630701;0.625473;0.616200;0.615911;0.608426;0.606900;0.601300;0.596538;0.591498;0.581805;0.581906;0.578728;0.575992;0.566156;0.568147;0.563897;0.554640
0.601880;0.598022;0.600422;0.598825;0.598742;0.601907;0.598180;0.599415;0.600910;0.596629;0.597629;0.596019;0.595198;0.597171;0.598572;0.590319;0.593494;0.595954;0.590342;0.593451;0.596959;0.591941;0.591433;0.589428;0.589600;0.593481;0.590934;0.594444;0.586348;0.589750;0.589420;0.581634;0.588316;0.586402;0.584663;0.583229;0.578839;0.576015;0.583374;0.577937;0.582944;0.577487;0.574520;0.573139;0.574059;0.571653;0.571393;0.566553;0.569759;0.571792;0.564282;0.561427;0.566493;0.565949;0.563672;0.559159;0.558977;0.560729;0.559623;0.559318;0.554978;0.553432;0.555892;0.543534;0.545247;0.547678;0.550576;0.547910;0.545956;0.541337;0.545734;0.540146;0.540546;0.538453;0.540902;0.536123;0.535255;0.534596;0.530216;0.531859;0.526116;0.530970;0.526841;0.531895;0.530195;0.523159;0.523761;0.520841;0.520929;0.525287;0.523474;0.519202;0.517231;0.519286;0.518141;0.514938;0.515911;0.518451;0.512035;0.516151
0.743179;0.740951;0.740696;0.739400;0.736658;0.730098;0.724670;0.725997;0.723763;0.716077;0.712605;0.712900;0.712866;0.703314;0.702713;0.702588;0.699684;0.695227;0.696636;0.688250;0.691170;0.683861;0.680006;0.681276;0.677361;0.674292;0.674940;0.674078;0.677072;0.667910;0.670800;0.668236;0.666632;0.664021;0.666972;0.662413;0.665838;0.661246;0.666970;0.657657;0.658946;0.659305;0.655008;0.658441;0.656708;0.649622;0.653361;0.655568;0.649873;0.651492;0.648369;0.649188;0.643945;0.645507;0.644365;0.643775;0.644075;0.639718;0.636648;0.639907;0.631690;0.629007;0.635915;0.626025;0.622179;0.625897;0.621114;0.619440;0.621243;0.622317;0.610496;0.603485;0.615342;0.601157;0.602683;0.598289;0.596207;0.592908;0.591193;0.589798;0.587704;0.580732;0.577162;0.577272;0.578663;0.572970;0.568755;0.565396;0.559272;0.560255;0.557073;0.554054;0.555787;0.549294;0.548303;0.544335;0.549032;0.540893;0.541052;0.530139
0.643891;0.643831;0.639052;0.634934;0.634052;0.633169;0.630711;0.629363;0.625409;0.622725;0.622326;0.615015;0.615162;0.620184;0.613862;0.613042;0.612079;0.609847;0.608283;0.604386;0.605196;0.602905;0.607101;0.599153;0.599420;0.596108;0.590251;0.592240;0.591734;0.591863;0.586310;0.586176;0.585594;0.579748;0.585375;0.583760;0.575972;0.574924;0.579906;0.571314;0.575566;0.569029;0.570229;0.567434;0.565304;0.566237;0.565193;0.558784;0.560600;0.558733;0.556731;0.556662;0.553684;0.556563;0.549020;0.552066;0.551249;0.548402;0.543993;0.542621;0.546446;0.537108;0.540788;0.543292;0.536828;0.537725;0.537206;0.538585;0.532999;0.529321;0.530051;0.531412;0.528120;0.522413;0.522053;0.522792;0.516069;0.520487;0.521644;0.515855;0.516720;0.520729;0.512370;0.512678;0.515183;0.511490;0.508558;0.511026;0.506584;0.510404;0.507121;0.505390;0.504014;0.496688;0.501033;0.498788;0.505123;0.502891;0.499113;0.502197
0.576932;0.573084;0.580228;0.575674;0.579378;0.583661;0.584163;0.583679;0.582933;0.585602;0.588524;0.593382;0.596590;0.597957;0.604483;0.613582;0.608348;0.613211;0.613718;0.622991;0.627741;0.637859;0.638385;0.641051;0.657135;0.654637;0.666903;0.665525;0.674605;0.680343;0.694584;0.694928;0.703117;0.707005;0.717216;0.718890;0.728788;0.740908;0.743926;0.752044;0.755854;0.761800;0.767413;0.780782;0.784219;0.793459;0.792633;0.803200;0.803512;0.811300;0.811678;0.813734;0.821171;0.824181;0.829687;0.827239;0.827587;0.830994;0.832898;0.827473;0.832275;0.831282;0.827377;0.820488;0.821716;0.816191;0.816438;0.811036;0.802915;0.803271;0.797971;0.796889;0.788797;0.780395;0.773252;0.761775;0.761923;0.753211;0.745187;0.740050;0.734512;0.724899;0.710803;0.712061;0.703037;0.695306;0.676631;0.677469;0.670068;0.658325;0.652495;0.650150;0.640855;0.634741;0.619386;0.617880;0.607354;0.606643;0.602110;0.592170
