Circuit;Nb_Rep;Type_Rep;Resolution;Unite_X;Abs_ou_Ref;Labo_ou_Terrain;Date;Heure;Temperature;Hygrometrie;Year;Sample_ID;Team;Spectro;Rep
A;1;1;6.19435;nm;Abs;Terrain;04/11/24;61680;;;2023;BGE104;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_1
A;2;1;6.19435;nm;Abs;Terrain;04/11/24;61680;;;2023;BGE104;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_2
A;3;1;6.19435;nm;Abs;Terrain;04/11/24;61680;;;2023;BGE104;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_3
A;4;1;6.19435;nm;Abs;Terrain;04/11/24;61740;;;2023;BGE104;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_4
A;5;1;6.19435;nm;Abs;Terrain;04/11/24;61740;;;2023;BGE104;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_5
A;1;1;6.19435;nm;Abs;Terrain;04/11/24;60780;;;2023;BGE108;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_1
A;2;1;6.19435;nm;Abs;Terrain;04/11/24;60780;;;2023;BGE108;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_2
A;3;1;6.19435;nm;Abs;Terrain;04/11/24;60780;;;2023;BGE108;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_3
A;4;1;6.19435;nm;Abs;Terrain;04/11/24;60780;;;2023;BGE108;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_4
A;5;1;6.19435;nm;Abs;Terrain;04/11/24;60780;;;2023;BGE108;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_5
A;1;1;6.19435;nm;Abs;Terrain;04/12/24;54960;;;2023;BGE125;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_1
A;2;1;6.19435;nm;Abs;Terrain;04/12/24;54960;;;2023;BGE125;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_2
A;3;1;6.19435;nm;Abs;Terrain;04/12/24;54960;;;2023;BGE125;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_3
A;4;1;6.19435;nm;Abs;Terrain;04/12/24;54960;;;2023;BGE125;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_4
A;5;1;6.19435;nm;Abs;Terrain;04/12/24;54960;;;2023;BGE125;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_5
A;1;1;6.19435;nm;Abs;Terrain;04/12/24;55980;;;2023;BGE127;PEGASE_St-Gilles;VIAVI MicroNIRS;Mesure_1
