ID;Rep;Digestibility;trait_class;CSplit
108308002002;1;60.66722835;(50,75];Test
108308002002;2;60.66722835;(50,75];Test
108308002002;3;60.66722835;(50,75];Test
108308002002;4;60.66722835;(50,75];Test
108308002004;1;47.78715809;[-Inf,50];Test
108308002004;2;47.78715809;[-Inf,50];Test
108308002004;3;47.78715809;[-Inf,50];Test
108308002004;4;47.78715809;[-Inf,50];Test
108308002008;1;76.96398547;(75, Inf];Test
108308002008;2;76.96398547;(75, Inf];Test
108308002008;3;76.96398547;(75, Inf];Test
108308002008;4;76.96398547;(75, Inf];Test
108308002048;1;63.59498449;(50,75];Test
108308002048;2;63.59498449;(50,75];Test
108308002048;3;63.59498449;(50,75];Test
108308002048;4;63.59498449;(50,75];Test
108308002056;1;35.63688987;[-Inf,50];Test
108308002056;2;35.63688987;[-Inf,50];Test
108308002056;3;35.63688987;[-Inf,50];Test
108308002056;4;35.63688987;[-Inf,50];Test
108308002062;1;43.66045102;[-Inf,50];Test
108308002062;2;43.66045102;[-Inf,50];Test
108308002062;3;43.66045102;[-Inf,50];Test
108308002062;4;43.66045102;[-Inf,50];Test
108308002068;1;51.80056124;(50,75];Test
108308002068;2;51.80056124;(50,75];Test
108308002068;3;51.80056124;(50,75];Test
108308002068;4;51.80056124;(50,75];Test
108308002106;1;42.64789065;[-Inf,50];Test
108308002106;2;42.64789065;[-Inf,50];Test
108308002106;3;42.64789065;[-Inf,50];Test
108308002106;4;42.64789065;[-Inf,50];Test
108308002112;1;42.26194804;[-Inf,50];Test
108308002112;2;42.26194804;[-Inf,50];Test
108308002112;3;42.26194804;[-Inf,50];Test
108308002112;4;42.26194804;[-Inf,50];Test
108308002120;1;62.37986538;(50,75];Test
108308002120;2;62.37986538;(50,75];Test
108308002120;3;62.37986538;(50,75];Test
108308002120;4;62.37986538;(50,75];Test
108308002130;1;54.60604999;(50,75];Test
108308002130;2;54.60604999;(50,75];Test
108308002130;3;54.60604999;(50,75];Test
108308002130;4;54.60604999;(50,75];Test
108308002838;1;59.89585999;(50,75];Test
108308002838;2;59.89585999;(50,75];Test
108308002838;3;59.89585999;(50,75];Test
108308002838;4;59.89585999;(50,75];Test
108308002840;1;62.60329508;(50,75];Test
108308002840;2;62.60329508;(50,75];Test
108308002840;3;62.60329508;(50,75];Test
108308002840;4;62.60329508;(50,75];Test
108308002844;1;62.77942558;(50,75];Test
108308002844;2;62.77942558;(50,75];Test
108308002844;3;62.77942558;(50,75];Test
108308002844;4;62.77942558;(50,75];Test
108308002854;1;70.09429167;(50,75];Test
108308002854;2;70.09429167;(50,75];Test
108308002854;3;70.09429167;(50,75];Test
108308002854;4;70.09429167;(50,75];Test
108308002874;1;53.68710004;(50,75];Test
108308002874;2;53.68710004;(50,75];Test
108308002874;3;53.68710004;(50,75];Test
108308002874;4;53.68710004;(50,75];Test
108308002882;1;63.67712802;(50,75];Test
108308002882;2;63.67712802;(50,75];Test
108308002882;3;63.67712802;(50,75];Test
108308002882;4;63.67712802;(50,75];Test
108308002886;1;72.2505728;(50,75];Test
108308002886;2;72.2505728;(50,75];Test
108308002886;3;72.2505728;(50,75];Test
108308002886;4;72.2505728;(50,75];Test
108308002890;1;67.60799448;(50,75];Test
108308002890;2;67.60799448;(50,75];Test
108308002890;3;67.60799448;(50,75];Test
108308002890;4;67.60799448;(50,75];Test
108308002902;1;77.15419524;(75, Inf];Test
108308002902;2;77.15419524;(75, Inf];Test
108308002902;3;77.15419524;(75, Inf];Test
108308002902;4;77.15419524;(75, Inf];Test
108308002910;1;71.88610673;(50,75];Test
108308002910;2;71.88610673;(50,75];Test
108308002910;3;71.88610673;(50,75];Test
108308002910;4;71.88610673;(50,75];Test
108308002918;1;46.45781249;[-Inf,50];Test
108308002918;2;46.45781249;[-Inf,50];Test
108308002918;3;46.45781249;[-Inf,50];Test
108308002918;4;46.45781249;[-Inf,50];Test
108308002928;1;42.03931158;[-Inf,50];Test
108308002928;2;42.03931158;[-Inf,50];Test
108308002928;3;42.03931158;[-Inf,50];Test
108308002928;4;42.03931158;[-Inf,50];Test
108308002944;1;59.54013163;(50,75];Test
108308002944;2;59.54013163;(50,75];Test
108308002944;3;59.54013163;(50,75];Test
108308002944;4;59.54013163;(50,75];Test
108308002962;1;62.19902089;(50,75];Test
108308002962;2;62.19902089;(50,75];Test
108308002962;3;62.19902089;(50,75];Test
108308002962;4;62.19902089;(50,75];Test
108308002978;1;45.74059669;[-Inf,50];Test
108308002978;2;45.74059669;[-Inf,50];Test
108308002978;3;45.74059669;[-Inf,50];Test
108308002978;4;45.74059669;[-Inf,50];Test
108308002988;1;23.34455872;[-Inf,50];Test
108308002988;2;23.34455872;[-Inf,50];Test
108308002988;3;23.34455872;[-Inf,50];Test
108308002988;4;23.34455872;[-Inf,50];Test
108308002996;1;48.21418255;[-Inf,50];Test
108308002996;2;48.21418255;[-Inf,50];Test
108308002996;3;48.21418255;[-Inf,50];Test
108308002996;4;48.21418255;[-Inf,50];Test
108308003000;1;15.80496278;[-Inf,50];Test
108308003000;2;15.80496278;[-Inf,50];Test
108308003000;3;15.80496278;[-Inf,50];Test
108308003000;4;15.80496278;[-Inf,50];Test
108308003020;1;17.74343515;[-Inf,50];Test
108308003020;2;17.74343515;[-Inf,50];Test
108308003020;3;17.74343515;[-Inf,50];Test
108308003020;4;17.74343515;[-Inf,50];Test
108308003034;1;29.26935364;[-Inf,50];Test
108308003034;2;29.26935364;[-Inf,50];Test
108308003034;3;29.26935364;[-Inf,50];Test
108308003034;4;29.26935364;[-Inf,50];Test
108308003038;1;34.46187701;[-Inf,50];Test
108308003038;2;34.46187701;[-Inf,50];Test
108308003038;3;34.46187701;[-Inf,50];Test
108308003038;4;34.46187701;[-Inf,50];Test
108308003044;1;27.92706798;[-Inf,50];Test
108308003044;2;27.92706798;[-Inf,50];Test
108308003044;3;27.92706798;[-Inf,50];Test
108308003044;4;27.92706798;[-Inf,50];Test
108308003046;1;40.410506;[-Inf,50];Test
108308003046;2;40.410506;[-Inf,50];Test
108308003046;3;40.410506;[-Inf,50];Test
108308003046;4;40.410506;[-Inf,50];Test
108308003052;1;23.35744253;[-Inf,50];Test
108308003052;2;23.35744253;[-Inf,50];Test
108308003052;3;23.35744253;[-Inf,50];Test
108308003052;4;23.35744253;[-Inf,50];Test
108308003054;1;22.02377939;[-Inf,50];Test
108308003054;2;22.02377939;[-Inf,50];Test
108308003054;3;22.02377939;[-Inf,50];Test
108308003054;4;22.02377939;[-Inf,50];Test
108308003056;1;20.27670764;[-Inf,50];Test
108308003056;2;20.27670764;[-Inf,50];Test
108308003056;3;20.27670764;[-Inf,50];Test
108308003056;4;20.27670764;[-Inf,50];Test
108308003064;1;29.70009096;[-Inf,50];Test
108308003064;2;29.70009096;[-Inf,50];Test
108308003064;3;29.70009096;[-Inf,50];Test
108308003064;4;29.70009096;[-Inf,50];Test
108308003068;1;30.19658676;[-Inf,50];Test
108308003068;2;30.19658676;[-Inf,50];Test
108308003068;3;30.19658676;[-Inf,50];Test
108308003068;4;30.19658676;[-Inf,50];Test
108308003074;1;41.5042613;[-Inf,50];Test
108308003074;2;41.5042613;[-Inf,50];Test
108308003074;3;41.5042613;[-Inf,50];Test
108308003074;4;41.5042613;[-Inf,50];Test
108308003080;1;11.35830431;[-Inf,50];Test
108308003080;2;11.35830431;[-Inf,50];Test
108308003080;3;11.35830431;[-Inf,50];Test
108308003080;4;11.35830431;[-Inf,50];Test
108308003082;1;47.66789397;[-Inf,50];Test
108308003082;2;47.66789397;[-Inf,50];Test
108308003082;3;47.66789397;[-Inf,50];Test
108308003082;4;47.66789397;[-Inf,50];Test
108308003092;1;41.10841147;[-Inf,50];Test
108308003092;2;41.10841147;[-Inf,50];Test
108308003092;3;41.10841147;[-Inf,50];Test
108308003092;4;41.10841147;[-Inf,50];Test
108308003097;1;24.25197723;[-Inf,50];Test
108308003097;2;24.25197723;[-Inf,50];Test
108308003097;3;24.25197723;[-Inf,50];Test
