1100|1105|1110|1115|1120|1125|1130|1135|1140|1145|1150|1155|1160|1165|1170|1175|1180|1185|1190|1195|1200|1205|1210|1215|1220|1225|1230|1235|1240|1245|1250|1255|1260|1265|1270|1275|1280|1285|1290|1295|1301|1306|1311|1316|1321|1326|1331|1336|1341|1346|1351|1356|1361|1366|1371|1376|1381|1386|1391|1396|1401|1406|1411|1416|1421|1426|1431|1436|1441|1446|1451|1456|1461|1466|1471|1476|1481|1486|1491|1496|1502|1507|1512|1517|1522|1527|1532|1537|1542|1547|1552|1557|1562|1567|1572|1577|1582|1587|1592|1597|1602|1607|1612|1617|1622|1627|1632|1637|1642|1647|1652|1657|1662|1667|1672|1677|1682|1687|1692|1697|1703|1708|1713|1718|1723|1728|1733|1738|1743|1748|1753|1758|1763|1768|1773|1778|1783|1788|1793|1798|1803|1808|1813|1818|1823|1828|1833|1838|1843|1848|1853|1858|1863|1868|1873|1878|1883|1888|1893|1898|1904|1909|1914|1919|1924|1929|1934|1939|1944|1949|1954|1959|1964|1969|1974|1979|1984|1989|1994|1999|2004|2009|2014|2019|2024|2029|2034|2039|2044|2049|2054|2059|2064|2069|2074|2079|2084|2089|2094|2100
0.563465|0.561078|0.565206|0.574186|0.576102|0.580036|0.581470|0.587764|0.594236|0.598012|0.604855|0.609191|0.616674|0.621431|0.628498|0.628354|0.634872|0.642439|0.647778|0.651426|0.659663|0.657789|0.669154|0.670668|0.677986|0.684417|0.686678|0.690770|0.693852|0.700929|0.706063|0.707509|0.712801|0.712967|0.710903|0.721737|0.719496|0.719464|0.723266|0.726745|0.729608|0.728248|0.727767|0.728782|0.727731|0.725355|0.731311|0.725919|0.724486|0.722924|0.724684|0.722979|0.722285|0.714230|0.714048|0.713645|0.713298|0.707696|0.703542|0.705985|0.699807|0.692913|0.697367|0.690904|0.692458|0.682160|0.687713|0.683008|0.677275|0.678126|0.675145|0.673551|0.672824|0.668662|0.668658|0.669138|0.662694|0.666407|0.664083|0.667862|0.663687|0.672642|0.663805|0.667386|0.667696|0.668596|0.673868|0.671568|0.678740|0.673674|0.677019|0.676107|0.685340|0.687842|0.688773|0.689414|0.693060|0.700174|0.700751|0.707741|0.711357|0.710923|0.716394|0.719028|0.719516|0.719620|0.724997|0.726267|0.725166|0.733135|0.737472|0.729759|0.735137|0.732660|0.738661|0.736438|0.737501|0.739478|0.736423|0.739318|0.737682|0.740236|0.736004|0.732854|0.730527|0.731135|0.729000|0.722196|0.723928|0.718300|0.713683|0.713235|0.709167|0.705265|0.691262|0.693554|0.692035|0.685692|0.685910|0.674393|0.671198|0.669092|0.663316|0.656690|0.650554|0.646050|0.645831|0.635380|0.629649|0.626417|0.619206|0.614576|0.615055|0.610475|0.604022|0.600960|0.596709|0.591657|0.586790|0.578816|0.579424|0.574032|0.568875|0.568578|0.563757|0.560288|0.558821|0.551652|0.553376|0.545989|0.542070|0.539384|0.538497|0.539572|0.534734|0.535409|0.529591|0.528340|0.527962|0.528535|0.527049|0.523621|0.521699|0.520349|0.518359|0.518452|0.517370|0.517933|0.514676|0.516586|0.515381|0.517373|0.504085|0.512805|0.508525|0.506390|0.508029|0.507430|0.504024|0.504218
0.538743|0.544680|0.549328|0.552597|0.552155|0.557974|0.561985|0.566344|0.563885|0.570784|0.574864|0.581470|0.579976|0.585373|0.594232|0.594912|0.593662|0.606076|0.607003|0.610286|0.618961|0.620230|0.626506|0.634545|0.636624|0.636708|0.641576|0.650805|0.651747|0.656217|0.662087|0.661665|0.661883|0.668729|0.672867|0.675388|0.681336|0.686579|0.687148|0.691974|0.695026|0.696545|0.696381|0.705028|0.707309|0.705619|0.704573|0.712637|0.712708|0.714447|0.721919|0.718973|0.724221|0.724890|0.723241|0.726375|0.724444|0.726232|0.735932|0.733937|0.729794|0.734282|0.738550|0.734797|0.735468|0.733616|0.737298|0.738809|0.733988|0.740520|0.738154|0.740480|0.737162|0.739449|0.739541|0.741783|0.743714|0.739598|0.740321|0.742249|0.741939|0.741774|0.744412|0.740974|0.745438|0.735085|0.741152|0.738201|0.742448|0.740458|0.741499|0.739992|0.743005|0.737740|0.737939|0.734222|0.733202|0.740542|0.737908|0.734592|0.732535|0.732736|0.730226|0.727963|0.728305|0.725913|0.728909|0.723790|0.721507|0.722947|0.728559|0.718855|0.719385|0.718386|0.716606|0.716270|0.711387|0.710191|0.708990|0.706258|0.703029|0.702624|0.696879|0.704444|0.693181|0.692928|0.688258|0.687853|0.688366|0.684835|0.681964|0.680290|0.672225|0.673091|0.667024|0.668489|0.664817|0.662886|0.661697|0.656728|0.653135|0.649793|0.646893|0.641830|0.635804|0.636490|0.635660|0.627595|0.633135|0.624728|0.621670|0.620096|0.616920|0.612974|0.613406|0.609511|0.605080|0.596496|0.601081|0.593354|0.593305|0.588727|0.590539|0.588299|0.586734|0.582586|0.583228|0.577703|0.576569|0.575139|0.566590|0.568946|0.569406|0.567209|0.562486|0.558809|0.558121|0.551268|0.556325|0.555910|0.545594|0.547323|0.546857|0.540944|0.544161|0.542522|0.539272|0.536429|0.533379|0.533165|0.530380|0.530927|0.531824|0.535928|0.525940|0.524298|0.524778|0.520571|0.527121|0.523791
0.503568|0.505879|0.506279|0.504866|0.510318|0.503920|0.504892|0.506091|0.504617|0.507083|0.510740|0.507725|0.504540|0.509074|0.510864|0.507942|0.507484|0.510678|0.508942|0.512339|0.509017|0.513855|0.510194|0.514900|0.516527|0.518495|0.513312|0.519398|0.516380|0.514347|0.518447|0.519911|0.516769|0.517980|0.521127|0.518980|0.519566|0.521846|0.524456|0.525040|0.523676|0.525375|0.526666|0.524326|0.526469|0.528673|0.529762|0.528694|0.531182|0.534600|0.533852|0.534597|0.538594|0.537086|0.538841|0.541818|0.542070|0.540456|0.542065|0.540456|0.546170|0.550583|0.549646|0.550603|0.547405|0.551460|0.553363|0.556467|0.562779|0.567044|0.559209|0.569785|0.568265|0.571389|0.574590|0.579358|0.584896|0.581178|0.587768|0.590989|0.596165|0.596206|0.598145|0.602920|0.612890|0.615509|0.612645|0.618075|0.619437|0.628759|0.632356|0.641487|0.644157|0.643480|0.653591|0.652872|0.656983|0.664732|0.668968|0.675557|0.678687|0.683210|0.690623|0.693339|0.702184|0.700243|0.710744|0.715713|0.723200|0.727052|0.732915|0.736605|0.734719|0.745193|0.746886|0.755951|0.760248|0.757839|0.773867|0.773118|0.774260|0.781156|0.784758|0.788909|0.790447|0.789216|0.799756|0.802048|0.800694|0.807277|0.813293|0.814197|0.812793|0.818490|0.824003|0.823998|0.826647|0.828174|0.829776|0.833486|0.827627|0.829628|0.832657|0.838518|0.837579|0.839867|0.835568|0.838118|0.843036|0.838579|0.841841|0.837024|0.835049|0.837224|0.833555|0.831567|0.830413|0.826966|0.824150|0.817021|0.816498|0.809376|0.810051|0.803391|0.801572|0.796339|0.787487|0.787347|0.776650|0.772167|0.768053|0.763142|0.755640|0.744618|0.746343|0.738167|0.726853|0.716104|0.713072|0.702906|0.701414|0.688149|0.684360|0.679154|0.672847|0.661238|0.654687|0.652514|0.640454|0.634506|0.623661|0.618355|0.617380|0.613149|0.604122|0.601416|0.596273|0.587744|0.581246|0.576256
0.537628|0.537506|0.540298|0.547879|0.546558|0.551064|0.555944|0.556036|0.560146|0.563549|0.562939|0.568303|0.572771|0.575295|0.575641|0.584805|0.585373|0.593786|0.594371|0.599795|0.598571|0.608422|0.609163|0.615445|0.614829|0.620656|0.621978|0.627916|0.626408|0.629266|0.634752|0.639457|0.643278|0.649393|0.647984|0.653429|0.653463|0.656392|0.657383|0.662467|0.662739|0.664651|0.664677|0.667720|0.668888|0.675914|0.676386|0.670518|0.673646|0.677275|0.682182|0.678393|0.682142|0.681875|0.676967|0.681700|0.681844|0.686713|0.685364|0.684564|0.688035|0.690310|0.687693|0.690621|0.691470|0.692056|0.697167|0.693204|0.696792|0.692452|0.692673|0.691839|0.699793|0.701809|0.698655|0.696758|0.701789|0.700771|0.704936|0.705931|0.705999|0.701818|0.710384|0.706351|0.715142|0.714970|0.712658|0.717320|0.718143|0.720591|0.722678|0.719266|0.726362|0.719691|0.729100|0.728257|0.735437|0.731250|0.732742|0.738864|0.740458|0.745904|0.743906|0.750420|0.749512|0.749110|0.748399|0.750441|0.748261|0.751849|0.752823|0.756291|0.752128|0.754606|0.755869|0.759211|0.755291|0.750354|0.757536|0.747742|0.753230|0.754225|0.750871|0.746788|0.745815|0.740423|0.745224|0.742291|0.734572|0.737568|0.730172|0.731622|0.733538|0.726736|0.720373|0.718200|0.714098|0.708449|0.707617|0.705086|0.698573|0.695830|0.691341|0.689589|0.681907|0.680235|0.678970|0.671836|0.669099|0.662298|0.656095|0.657627|0.648079|0.647873|0.639292|0.637606|0.639047|0.629037|0.622610|0.625820|0.619112|0.617928|0.612734|0.610789|0.606318|0.603887|0.599005|0.596740|0.591169|0.595700|0.588824|0.582494|0.580129|0.579484|0.579315|0.567833|0.568516|0.569644|0.561256|0.560067|0.561061|0.555807|0.559154|0.554514|0.549498|0.544405|0.548190|0.547278|0.542626|0.543045|0.535267|0.537239|0.538149|0.535490|0.538316|0.524859|0.526346|0.527354|0.526816|0.523329
0.513150|0.509732|0.512436|0.515653|0.514847|0.514448|0.522563|0.521142|0.520824|0.520099|0.527314|0.529294|0.526635|0.528357|0.529290|0.531988|0.527975|0.534958|0.536496|0.540065|0.537648|0.543162|0.542512|0.541842|0.553741|0.548250|0.556164|0.557019|0.560802|0.560320|0.567405|0.567683|0.569399|0.573463|0.575044|0.578802|0.585812|0.588830|0.589167|0.596149|0.595219|0.604002|0.607795|0.611577|0.616852|0.618347|0.625192|0.623904|0.625055|0.634921|0.643501|0.643932|0.650819|0.656510|0.660446|0.658202|0.668942|0.670810|0.671876|0.678216|0.686200|0.684555|0.691698|0.698920|0.697924|0.707253|0.712414|0.717343|0.718716|0.719610|0.724761|0.726834|0.729222|0.734449|0.734207|0.736043|0.740851|0.744561|0.741956|0.747043|0.748376|0.750102|0.751258|0.748500|0.750992|0.754966|0.754770|0.752418|0.751376|0.755026|0.751448|0.748025|0.748226|0.751542|0.751174|0.747835|0.748089|0.747464|0.745442|0.744627|0.743407|0.738019|0.739881|0.738816|0.734444|0.732913|0.730885|0.728842|0.727041|0.727581|0.722817|0.724049|0.721351|0.716848|0.719097|0.719611|0.713184|0.709297|0.709707|0.713673|0.713727|0.712175|0.711195|0.708289|0.705067|0.706274|0.704394|0.700364|0.703279|0.704130|0.700438|0.702825|0.697500|0.706472|0.702995|0.702696|0.699042|0.697946|0.697167|0.699235|0.692312|0.692588|0.693546|0.691824|0.690336|0.690909|0.686798|0.693486|0.691092|0.687028|0.690010|0.683639|0.684512|0.681249|0.682811|0.676682|0.679384|0.672802|0.674594|0.669927|0.668451|0.664452|0.662231|0.658602|0.656829|0.656363|0.657878|0.646883|0.647217|0.646354|0.640077|0.632308|0.627972|0.626927|0.626600|0.623821|0.614939|0.613349|0.611006|0.604197|0.602962|0.598681|0.593698|0.589363|0.591497|0.587927|0.576863|0.575085|0.570434|0.563959|0.568300|0.559792|0.561038|0.556061|0.554862|0.551373|0.543305|0.544264|0.537904|0.536871
0.507281|0.507278|0.506556|0.512316|0.514236|0.512307|0.510444|0.511970|0.517219|0.515269|0.516294|0.515811|0.516622|0.517110|0.518674|0.522389|0.522329|0.524592|0.519282|0.524414|0.525292|0.528487|0.534508|0.525901|0.529723|0.533609|0.534931|0.535309|0.540372|0.543573|0.541190|0.544233|0.542850|0.544711|0.554336|0.554199|0.554144|0.557293|0.563947|0.562231|0.559169|0.568085|0.568800|0.578764|0.576175|0.584096|0.585009|0.585932|0.590066|0.596052|0.593406|0.598475|0.600963|0.606772|0.609123|0.613148|0.618852|0.621929|0.621148|0.625618|0.633400|0.637846|0.640754|0.648137|0.648613|0.648331|0.652987|0.656782|0.661560|0.655900|0.666989|0.668804|0.670533|0.672090|0.672785|0.676304|0.678910|0.683196|0.680721|0.687207|0.685406|0.687967|0.691285|0.688519|0.688605|0.692311|0.698471|0.696367|0.695392|0.690988|0.699871|0.694226|0.692849|0.700297|0.697164|0.694922|0.695156|0.696028|0.695326|0.694173|0.693936|0.694563|0.691508|0.698876|0.695779|0.694045|0.695945|0.700580|0.699226|0.697738|0.696810|0.696094|0.698803|0.697347|0.699818|0.699318|0.700823|0.700521|0.695655|0.702232|0.707811|0.703414|0.708351|0.704284|0.708777|0.708110|0.713523|0.712991|0.715476|0.719025|0.716809|0.718003|0.728153|0.722248|0.727240|0.727041|0.730775|0.734734|0.731046|0.729467|0.737670|0.736577|0.736041|0.735532|0.740108|0.740727|0.737287|0.739411|0.739811|0.743195|0.739689|0.740796|0.740825|0.742249|0.744865|0.743300|0.738442|0.739882|0.734290|0.736193|0.732504|0.727291|0.728040|0.723821|0.724334|0.714926|0.715791|0.713032|0.708133|0.703522|0.697432|0.689835|0.690959|0.682212|0.676405|0.673813|0.667816|0.662749|0.656545|0.650809|0.642799|0.637763|0.638876|0.631175|0.622237|0.615547|0.614094|0.606473|0.601386|0.590300|0.588757|0.585772|0.580341|0.573379|0.569004|0.565244|0.560457|0.555081|0.554016|0.548253
0.545983|0.548797|0.551420|0.554836|0.556143|0.562997|0.568635|0.564796|0.568047|0.572768|0.578994|0.580017|0.588940|0.591887|0.594417|0.601022|0.603464|0.610802|0.611647|0.615311|0.620782|0.624504|0.630724|0.629524|0.636018|0.637783|0.649715|0.650267|0.648829|0.656374|0.658255|0.663577|0.659884|0.664021|0.672080|0.672471|0.673855|0.674607|0.675117|0.678947|0.680357|0.682435|0.683254|0.681525|0.686271|0.681516|0.681099|0.683209|0.681958|0.681241|0.682372|0.681260|0.674368|0.673070|0.681419|0.681290|0.675879|0.673825|0.673134|0.666939|0.669549|0.662427|0.665255|0.662315|0.664885|0.658001|0.658370|0.652530|0.648819|0.650765|0.647774|0.644145|0.648877|0.642966|0.641513|0.638596|0.636929|0.637101|0.638955|0.632852|0.632936|0.630379|0.632448|0.627757|0.627379|0.623856|0.628049|0.626855|0.629067|0.622741|0.629706|0.624233|0.629299|0.623637|0.625035|0.626860|0.625200|0.625518|0.627075|0.625074|0.629073|0.627237|0.627125|0.632084|0.630569|0.626228|0.631137|0.632382|0.631940|0.636562|0.635576|0.640710|0.638793|0.641793|0.643859|0.646992|0.648143|0.652284|0.650872|0.652071|0.654518|0.659252|0.663101|0.666645|0.667847|0.666574|0.672084|0.675654|0.679128|0.682980|0.680318|0.687625|0.685454|0.688285|0.692481|0.692860|0.697857|0.699461|0.702641|0.709586|0.708788|0.706366|0.716177|0.718120|0.714244|0.719913|0.719861|0.719412|0.727143|0.721244|0.720844|0.723461|0.726081|0.726670|0.724737|0.726770|0.727172|0.724158|0.725172|0.723607|0.722678|0.723793|0.720231|0.715008|0.709338|0.711693|0.709906|0.704930|0.699038|0.696839|0.693677|0.693762|0.690280|0.678620|0.675931|0.671898|0.666409|0.659406|0.656446|0.647463|0.652386|0.637858|0.637152|0.633243|0.627537|0.624037|0.616535|0.619004|0.610674|0.600266|0.599270|0.596217|0.588250|0.580090|0.583009|0.572801|0.565283|0.569576|0.564889|0.556329
0.506822|0.502570|0.504659|0.509698|0.508944|0.505984|0.510614|0.512932|0.508859|0.512429|0.516004|0.512933|0.510214|0.510610|0.511949|0.519837|0.511184|0.519127|0.521236|0.515430|0.517552|0.512333|0.519581|0.520221|0.520682|0.523839|0.522393|0.523011|0.522957|0.526126|0.526706|0.521574|0.530139|0.525511|0.531185|0.527971|0.529325|0.531868|0.530425|0.534974|0.534871|0.536540|0.530650|0.539269|0.534536|0.531677|0.536575|0.539941|0.538106|0.537334|0.541279|0.538015|0.545847|0.541268|0.544449|0.547883|0.543543|0.544663|0.547375|0.552613|0.547693|0.548241|0.554069|0.551018|0.557873|0.553015|0.553100|0.556742|0.560119|0.564711|0.561995|0.562508|0.561356|0.566654|0.568501|0.571584|0.569280|0.571539|0.577614|0.578154|0.574835|0.581121|0.583414|0.584999|0.588934|0.587923|0.588492|0.593256|0.596724|0.594724|0.602665|0.607697|0.606546|0.604745|0.608207|0.612441|0.619406|0.615894|0.624033|0.630612|0.632070|0.627496|0.630274|0.638183|0.645506|0.649184|0.651233|0.653282|0.663266|0.667221|0.672654|0.672888|0.675005|0.681287|0.690553|0.686823|0.702454|0.701456|0.709034|0.712513|0.717952|0.720936|0.725805|0.738459|0.738571|0.743366|0.750008|0.749630|0.760375|0.767509|0.768781|0.780032|0.785051|0.788438|0.793337|0.801052|0.807613|0.811606|0.816625|0.818684|0.827182|0.829387|0.831935|0.838389|0.842035|0.847843|0.849251|0.852527|0.856702|0.855267|0.859486|0.861401|0.859434|0.859386|0.860896|0.869450|0.864079|0.863439|0.858216|0.862951|0.858557|0.855857|0.852240|0.852222|0.848297|0.840123|0.842048|0.824821|0.821777|0.821869|0.814967|0.806469|0.797500|0.793762|0.785259|0.778808|0.768318|0.762520|0.756045|0.745748|0.738035|0.726371|0.717796|0.717071|0.704213|0.691989|0.688458|0.679462|0.674563|0.662501|0.651036|0.648983|0.640097|0.633275|0.626139|0.615187|0.609441|0.603527|0.599413|0.591034
0.572834|0.577413|0.579718|0.589921|0.593128|0.590163|0.594207|0.599624|0.611638|0.615931|0.621739|0.626061|0.634493|0.636852|0.647871|0.647850|0.658120|0.666220|0.671171|0.669491|0.681635|0.685419|0.689818|0.697714|0.703800|0.712162|0.721305|0.716909|0.721446|0.727747|0.732524|0.737169|0.736777|0.743724|0.746356|0.745160|0.747879|0.752154|0.750546|0.749067|0.755658|0.756733|0.754945|0.749409|0.750262|0.748213|0.744623|0.744084|0.745126|0.739095|0.734118|0.731761|0.728745|0.725570|0.723144|0.719292|0.713404|0.706272|0.698659|0.696491|0.694030|0.688889|0.684321|0.682019|0.670762|0.663393|0.660390|0.656471|0.648558|0.645854|0.637159|0.634025|0.626638|0.623499|0.617920|0.619409|0.611907|0.604671|0.604791|0.602036|0.589189|0.592904|0.590565|0.586789|0.580353|0.582175|0.578123|0.576516|0.575335|0.570057|0.573026|0.564982|0.568441|0.567075|0.568304|0.566263|0.563089|0.566520|0.562875|0.566404|0.565953|0.563927|0.566706|0.567352|0.565541|0.564218|0.565584|0.572172|0.571609|0.571627|0.575718|0.573379|0.577738|0.580225|0.586442|0.587115|0.585144|0.598214|0.594445|0.603051|0.601065|0.602509|0.609448|0.609809|0.609508|0.619273|0.620654|0.621802|0.630198|0.629207|0.633374|0.640504|0.642520|0.645741|0.647972|0.655669|0.654570|0.663715|0.662740|0.671715|0.664716|0.677579|0.676010|0.678112|0.686237|0.686716|0.686776|0.695143|0.697984|0.696172|0.697866|0.696666|0.704949|0.706388|0.709756|0.707129|0.704499|0.704897|0.702820|0.699280|0.703913|0.705299|0.699433|0.698925|0.693804|0.690518|0.692068|0.692879|0.691419|0.685564|0.682454|0.683141|0.674075|0.668662|0.667028|0.662152|0.657364|0.649917|0.648819|0.639585|0.636856|0.628550|0.626262|0.623081|0.617223|0.616103|0.607810|0.600830|0.597298|0.593027|0.588849|0.584095|0.579839|0.578563|0.574286|0.566391|0.564999|0.562097|0.555655|0.548789
