our_variant,opponent,wins,n_valid,win_rate,median_ratio,median_pct
V2H-lowrank-r32,paper Nicon,2,9,0.2222222222222222,1.0550542214369691,5.505422143696914
V2H-lowrank-r32,paper CatBoost,4,10,0.4,1.1419520535253003,14.195205352530028
V2H-lowrank-r32,paper TabPFN-raw,3,10,0.3,1.1942039964692417,19.420399646924167
V2H-lowrank-r32,paper PLS,3,10,0.3,1.2307379753814072,23.073797538140717
V2H-lowrank-r32,paper Ridge,3,10,0.3,1.2815626608944364,28.156266089443637
V2H-lowrank-r32,AOM-Ridge-best,1,7,0.14285714285714285,1.2886667688761737,28.86667688761737
V2H-lowrank-r32,AOM-PLS-best,0,10,0.0,1.4037467372305756,40.37467372305756
V2H-lowrank-r32,paper TabPFN-opt,3,10,0.3,1.4566183545810576,45.661835458105756
V2L-learnableRMS,paper Nicon,2,9,0.2222222222222222,1.0550524877429903,5.505248774299032
V2L-learnableRMS,paper CatBoost,4,10,0.4,1.1020402257554676,10.204022575546755
V2L-learnableRMS,paper PLS,3,10,0.3,1.13122653798951,13.122653798950989
V2L-learnableRMS,paper TabPFN-raw,3,10,0.3,1.1796231537934987,17.962315379349867
V2L-learnableRMS,paper Ridge,3,10,0.3,1.1808048334183563,18.08048334183563
V2L-learnableRMS,AOM-Ridge-best,1,7,0.14285714285714285,1.2945135353577337,29.45135353577337
V2L-learnableRMS,AOM-PLS-best,0,10,0.0,1.3856308850641412,38.563088506414125
V2L-learnableRMS,paper TabPFN-opt,3,10,0.3,1.455068918138295,45.5068918138295
V2LO-rms+multikernel,paper Nicon,1,9,0.1111111111111111,1.0975315967206152,9.753159672061518
V2LO-rms+multikernel,paper CatBoost,2,10,0.2,1.1510266846432118,15.102668464321178
V2LO-rms+multikernel,paper PLS,2,10,0.2,1.158122834905838,15.81228349058379
V2LO-rms+multikernel,paper Ridge,2,10,0.2,1.2059346924457286,20.59346924457286
V2LO-rms+multikernel,paper TabPFN-raw,2,10,0.2,1.22476596038344,22.476596038344
V2LO-rms+multikernel,AOM-Ridge-best,1,7,0.14285714285714285,1.2893398782298229,28.93398782298229
V2LO-rms+multikernel,AOM-PLS-best,1,10,0.1,1.4018894254645273,40.188942546452736
V2LO-rms+multikernel,paper TabPFN-opt,2,10,0.2,1.4858817538307438,48.588175383074386
V2LP-rms+attn,paper Nicon,2,9,0.2222222222222222,1.1093647111440574,10.936471114405744
V2LP-rms+attn,paper TabPFN-raw,2,10,0.2,1.225800467902427,22.580046790242704
V2LP-rms+attn,paper CatBoost,3,10,0.3,1.2568635641061117,25.686356410611168
V2LP-rms+attn,paper PLS,2,10,0.2,1.2753971345290205,27.53971345290205
V2LP-rms+attn,paper Ridge,2,10,0.2,1.31846672337777,31.846672337777004
V2LP-rms+attn,AOM-Ridge-best,1,7,0.14285714285714285,1.3450365403983917,34.50365403983917
V2LP-rms+attn,AOM-PLS-best,0,10,0.0,1.4467127601301302,44.67127601301301
V2LP-rms+attn,paper TabPFN-opt,2,10,0.2,1.4628457177877339,46.28457177877338
V2O-multikernelStem,paper Nicon,0,9,0.0,1.0935995674519599,9.359956745195985
V2O-multikernelStem,paper CatBoost,1,10,0.1,1.1516704755709442,15.167047557094415
V2O-multikernelStem,paper PLS,2,10,0.2,1.2391476890353341,23.914768903533414
V2O-multikernelStem,paper TabPFN-raw,2,10,0.2,1.2613412545662228,26.134125456622282
V2O-multikernelStem,paper Ridge,2,10,0.2,1.2698763410938558,26.98763410938558
V2O-multikernelStem,AOM-Ridge-best,1,7,0.14285714285714285,1.2793838818605223,27.938388186052233
V2O-multikernelStem,AOM-PLS-best,1,10,0.1,1.3892693375437108,38.926933754371085
V2O-multikernelStem,paper TabPFN-opt,2,10,0.2,1.4794159875696251,47.94159875696251
V2OP-multikernel+attn,paper Nicon,0,9,0.0,1.1316917017300547,13.169170173005472
V2OP-multikernel+attn,paper TabPFN-raw,3,10,0.3,1.2265219945523773,22.65219945523773
V2OP-multikernel+attn,paper CatBoost,3,10,0.3,1.2679001783536235,26.790017835362345
V2OP-multikernel+attn,paper PLS,3,10,0.3,1.299040726946908,29.904072694690797
V2OP-multikernel+attn,paper Ridge,3,10,0.3,1.3186284264203803,31.862842642038025
V2OP-multikernel+attn,AOM-Ridge-best,1,7,0.14285714285714285,1.3198123092016811,31.981230920168112
V2OP-multikernel+attn,AOM-PLS-best,0,10,0.0,1.453713603311934,45.3713603311934
V2OP-multikernel+attn,paper TabPFN-opt,3,10,0.3,1.4827751552089454,48.27751552089454
V2P-attnHead,paper Nicon,0,9,0.0,1.1379060586340857,13.790605863408567
V2P-attnHead,paper CatBoost,3,10,0.3,1.2491203067156724,24.912030671567244
V2P-attnHead,paper TabPFN-raw,3,10,0.3,1.2622142186791878,26.22142186791878
V2P-attnHead,paper PLS,3,10,0.3,1.2843566418459935,28.435664184599354
V2P-attnHead,paper Ridge,3,10,0.3,1.3261341613479218,32.61341613479218
V2P-attnHead,AOM-Ridge-best,1,7,0.14285714285714285,1.3445174761327725,34.45174761327725
V2P-attnHead,AOM-PLS-best,0,10,0.0,1.4283371752564147,42.83371752564147
V2P-attnHead,paper TabPFN-opt,3,10,0.3,1.5245084577171353,52.45084577171353
