ID;Rep;Digestibility;trait_class;CSplit
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
50];Train
50];Train
50];Train
50];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
30];Train
30];Train
30];Train
30];Train
30];Train
30];Train
30];Train
30];Train
60];Train
60];Train
60];Train
60];Train
40];Train
40];Train
40];Train
40];Train
60];Train
60];Train
60];Train
60];Train
40];Train
40];Train
40];Train
40];Train
50];Train
50];Train
50];Train
50];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
40];Train
40];Train
40];Train
40];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
50];Train
50];Train
50];Train
50];Train
60];Train
60];Train
60];Train
60];Train
40];Train
40];Train
40];Train
40];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
60];Train
60];Train
60];Train
60];Train
50];Train
50];Train
50];Train
50];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
60];Train
60];Train
60];Train
60];Train
30];Train
30];Train
30];Train
30];Train
30];Train
30];Train
30];Train
30];Train
50];Train
50];Train
50];Train
50];Train
60];Train
60];Train
60];Train
60];Train
30];Train
30];Train
30];Train
30];Train
60];Train
60];Train
60];Train
60];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
50];Train
50];Train
50];Train
50];Train
40];Train
40];Train
40];Train
40];Train
30];Train
30];Train
30];Train
30];Train
40];Train
40];Train
40];Train
40];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
40];Train
40];Train
40];Train
40];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
50];Train
40];Train
40];Train
40];Train
40];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
60];Train
60];Train
60];Train
60];Train
 Inf];Train
 Inf];Train
 Inf];Train
 Inf];Train
40];Train
40];Train
40];Train
40];Train
30];Train
30];Train
30];Train
30];Train
 Inf];Train
