1100	1105	1110	1115	1120	1125	1130	1135	1140	1145	1150	1155	1160	1165	1170	1175	1180	1185	1190	1195	1200	1205	1210	1215	1220	1225	1230	1235	1240	1245	1250	1255	1260	1265	1270	1275	1280	1285	1290	1295	1301	1306	1311	1316	1321	1326	1331	1336	1341	1346	1351	1356	1361	1366	1371	1376	1381	1386	1391	1396	1401	1406	1411	1416	1421	1426	1431	1436	1441	1446	1451	1456	1461	1466	1471	1476	1481	1486	1491	1496	1502	1507	1512	1517	1522	1527	1532	1537	1542	1547	1552	1557	1562	1567	1572	1577	1582	1587	1592	1597	1602	1607	1612	1617	1622	1627	1632	1637	1642	1647	1652	1657	1662	1667	1672	1677	1682	1687	1692	1697	1703	1708	1713	1718	1723	1728	1733	1738	1743	1748	1753	1758	1763	1768	1773	1778	1783	1788	1793	1798	1803	1808	1813	1818	1823	1828	1833	1838	1843	1848	1853	1858	1863	1868	1873	1878	1883	1888	1893	1898	1904	1909	1914	1919	1924	1929	1934	1939	1944	1949	1954	1959	1964	1969	1974	1979	1984	1989	1994	1999	2004	2009	2014	2019	2024	2029	2034	2039	2044	2049	2054	2059	2064	2069	2074	2079	2084	2089	2094	2100
0.520925	0.521506	0.525414	0.526129	0.528560	0.530884	0.531016	0.535951	0.536547	0.536577	0.534654	0.542147	0.545805	0.544627	0.552448	0.549099	0.552632	0.554671	0.555323	0.560492	0.560712	0.568033	0.565867	0.569648	0.572999	0.575248	0.573597	0.577739	0.583678	0.587259	0.589642	0.590090	0.590690	0.590400	0.599152	0.601481	0.600946	0.604963	0.603992	0.611754	0.611995	0.612560	0.615464	0.619345	0.622303	0.623312	0.622231	0.625492	0.627604	0.628818	0.631896	0.632511	0.641017	0.637679	0.637209	0.640977	0.646671	0.647380	0.649137	0.650186	0.653287	0.660362	0.655758	0.659361	0.660506	0.666587	0.661284	0.669036	0.671357	0.674183	0.669436	0.671381	0.676816	0.674254	0.680154	0.674776	0.681722	0.684047	0.685309	0.682947	0.694204	0.687388	0.692509	0.693876	0.694682	0.698874	0.695404	0.695826	0.697846	0.699411	0.703604	0.705713	0.705456	0.701599	0.705070	0.708241	0.707714	0.704196	0.710221	0.716494	0.711693	0.710401	0.712592	0.718078	0.716513	0.718535	0.716143	0.715409	0.720374	0.725747	0.717549	0.719939	0.722801	0.717242	0.721129	0.722579	0.728034	0.728780	0.726569	0.725118	0.728043	0.728161	0.729242	0.730467	0.730231	0.725882	0.731365	0.727887	0.727964	0.725563	0.729482	0.725158	0.725383	0.726251	0.722039	0.724217	0.716482	0.724278	0.721311	0.726059	0.723953	0.721806	0.714934	0.720805	0.719769	0.715131	0.714714	0.714929	0.715832	0.712162	0.707184	0.710191	0.702154	0.702128	0.700104	0.696910	0.692629	0.694889	0.694804	0.692231	0.686577	0.683500	0.681111	0.676849	0.669672	0.669828	0.668336	0.666353	0.659200	0.654174	0.650691	0.650699	0.644982	0.638332	0.637076	0.632718	0.629266	0.623492	0.617316	0.610655	0.610827	0.605709	0.600896	0.599134	0.593578	0.589487	0.588451	0.576451	0.575230	0.575472	0.568066	0.564540	0.562232	0.563161	0.556303	0.547393	0.547160	0.543721	0.540458	0.538500
0.574081	0.578903	0.581617	0.588424	0.592435	0.600712	0.603982	0.609766	0.615236	0.619221	0.626732	0.634860	0.641204	0.654175	0.654452	0.660443	0.663094	0.673008	0.680306	0.685203	0.694352	0.699811	0.703619	0.712623	0.719412	0.721143	0.728320	0.730801	0.737388	0.739813	0.741869	0.745300	0.751718	0.751254	0.753978	0.762203	0.764933	0.769346	0.768409	0.768434	0.768585	0.770777	0.769257	0.765783	0.767343	0.763442	0.765370	0.759995	0.754008	0.759995	0.752689	0.749836	0.743888	0.743979	0.734755	0.732341	0.734779	0.725405	0.722083	0.718638	0.712217	0.706891	0.700522	0.699130	0.692632	0.688181	0.682935	0.683981	0.676914	0.671347	0.664207	0.659954	0.659993	0.653760	0.651473	0.649939	0.645870	0.645818	0.640052	0.636706	0.641689	0.635434	0.637787	0.632475	0.630999	0.632277	0.637844	0.633408	0.638459	0.633226	0.633474	0.633630	0.633739	0.643041	0.639448	0.645255	0.644052	0.646318	0.650147	0.651482	0.652791	0.657741	0.657468	0.663134	0.669815	0.670753	0.662220	0.674548	0.671785	0.673531	0.674382	0.679083	0.681168	0.686879	0.685086	0.689039	0.685323	0.687946	0.693594	0.690584	0.691627	0.687710	0.690064	0.683342	0.692458	0.689326	0.689226	0.689820	0.689566	0.685776	0.680845	0.681443	0.678023	0.680299	0.675983	0.676291	0.667719	0.670600	0.664219	0.658861	0.656404	0.655074	0.652552	0.650274	0.646383	0.640649	0.639581	0.638840	0.633265	0.634537	0.628251	0.627229	0.621133	0.620543	0.613799	0.610749	0.606902	0.610008	0.600644	0.597850	0.598049	0.595543	0.587422	0.586305	0.582614	0.581416	0.572560	0.579630	0.574725	0.568588	0.567554	0.562701	0.563726	0.564774	0.556034	0.557173	0.552922	0.545510	0.545366	0.548132	0.545431	0.539873	0.541768	0.537849	0.534573	0.531992	0.536700	0.533176	0.532870	0.529259	0.532105	0.524302	0.524399	0.519676	0.519744	0.517194	0.519253	0.518456	0.513270	0.515074
0.535698	0.545027	0.543243	0.544024	0.553190	0.552471	0.556929	0.559042	0.563393	0.568639	0.565092	0.570004	0.570449	0.577861	0.581172	0.584530	0.589296	0.592402	0.598202	0.602180	0.605138	0.606398	0.611534	0.614469	0.612791	0.619388	0.625560	0.623621	0.631304	0.624495	0.630087	0.636322	0.633591	0.638343	0.636295	0.640473	0.643546	0.639646	0.641259	0.641055	0.640526	0.640838	0.644386	0.643902	0.640877	0.645042	0.637408	0.642873	0.636334	0.634424	0.635783	0.633828	0.628804	0.627689	0.628240	0.626439	0.627703	0.621052	0.621819	0.616108	0.612996	0.611720	0.611831	0.610984	0.611064	0.613339	0.609149	0.603884	0.605080	0.611780	0.602485	0.602261	0.603795	0.602882	0.604767	0.606589	0.604343	0.609992	0.611068	0.609346	0.615026	0.615342	0.619446	0.623265	0.618079	0.630485	0.634573	0.637725	0.642680	0.646371	0.656493	0.659079	0.658270	0.667732	0.671720	0.680600	0.682888	0.688881	0.696399	0.703232	0.709356	0.709843	0.721271	0.725546	0.730732	0.739173	0.742654	0.746392	0.752884	0.754294	0.759118	0.763717	0.763764	0.775582	0.776858	0.779876	0.787169	0.782695	0.789966	0.789004	0.789392	0.790443	0.790141	0.789119	0.792089	0.795209	0.789939	0.785940	0.786452	0.789836	0.780448	0.780297	0.775369	0.772837	0.773968	0.767684	0.761724	0.761820	0.758461	0.754181	0.746386	0.750274	0.742738	0.741441	0.732975	0.729108	0.724358	0.717883	0.711302	0.706445	0.701903	0.701105	0.692098	0.691606	0.678402	0.682063	0.673303	0.664458	0.664755	0.655660	0.650157	0.650741	0.643096	0.639865	0.632910	0.629996	0.632213	0.615920	0.618438	0.614721	0.610941	0.604879	0.599985	0.595194	0.588435	0.591751	0.584140	0.575399	0.575946	0.575593	0.568872	0.568983	0.563133	0.560366	0.556704	0.559859	0.548560	0.547857	0.541679	0.540586	0.541662	0.531533	0.532199	0.530663	0.530156	0.528806	0.524071	0.528059	0.519817	0.522416
0.538438	0.540058	0.543925	0.546540	0.548981	0.552208	0.553754	0.555383	0.554844	0.565275	0.567445	0.566734	0.574178	0.582569	0.582627	0.584869	0.588362	0.588732	0.592233	0.596506	0.603150	0.600431	0.605331	0.609102	0.611608	0.618810	0.621192	0.626591	0.629217	0.631634	0.631523	0.637373	0.634754	0.634707	0.641981	0.643707	0.645373	0.641456	0.646869	0.648345	0.649370	0.653297	0.650205	0.647668	0.647801	0.650699	0.651558	0.650420	0.646958	0.650532	0.651375	0.646614	0.645169	0.640946	0.646910	0.644100	0.640411	0.637685	0.639015	0.634699	0.632630	0.632087	0.637189	0.628931	0.628577	0.627927	0.624676	0.630680	0.628657	0.621145	0.620074	0.619739	0.618669	0.620642	0.615446	0.615586	0.618146	0.615146	0.618590	0.616398	0.616491	0.621904	0.617121	0.620846	0.624698	0.617765	0.625057	0.622054	0.624341	0.622506	0.623898	0.624331	0.636623	0.626948	0.636369	0.638342	0.639437	0.642262	0.643886	0.649130	0.644466	0.651581	0.651962	0.658129	0.659616	0.660748	0.667186	0.665681	0.668343	0.676704	0.678090	0.679751	0.683910	0.685739	0.686776	0.687145	0.689616	0.696704	0.695537	0.693234	0.701224	0.704190	0.706483	0.711605	0.714728	0.714141	0.713416	0.717079	0.716305	0.724780	0.724462	0.720685	0.729767	0.725886	0.731525	0.733211	0.731459	0.727123	0.729060	0.730150	0.727945	0.732519	0.733881	0.739354	0.732773	0.734924	0.731516	0.733592	0.728811	0.733663	0.734091	0.727637	0.727845	0.726332	0.724399	0.729796	0.718975	0.721717	0.720532	0.718914	0.713407	0.707923	0.703983	0.705326	0.699397	0.700639	0.700906	0.686738	0.686746	0.682314	0.679909	0.674948	0.674718	0.664793	0.662214	0.654694	0.654543	0.641692	0.636065	0.638283	0.631489	0.624559	0.619456	0.616952	0.607827	0.606012	0.603001	0.592944	0.592471	0.587946	0.585153	0.577441	0.575577	0.573174	0.561241	0.565093	0.556917	0.549962	0.551732	0.541288
0.537413	0.542472	0.544041	0.549082	0.557739	0.554480	0.561164	0.561644	0.562423	0.567741	0.571045	0.573811	0.579854	0.582547	0.591108	0.588890	0.598214	0.598576	0.605699	0.610381	0.617896	0.621355	0.623047	0.628414	0.635821	0.634752	0.644468	0.648227	0.653412	0.659005	0.659942	0.665020	0.666159	0.673924	0.678802	0.683588	0.686514	0.694676	0.696993	0.703426	0.706287	0.709982	0.716184	0.717434	0.724057	0.728565	0.735612	0.736945	0.743188	0.744911	0.749685	0.753419	0.752802	0.763596	0.761997	0.772063	0.772012	0.774751	0.778157	0.782893	0.782423	0.787759	0.782206	0.793162	0.792453	0.798628	0.800857	0.799838	0.801680	0.807737	0.808310	0.813170	0.806277	0.811696	0.812496	0.808331	0.812393	0.812938	0.813808	0.813370	0.815495	0.810134	0.813132	0.809728	0.810528	0.805858	0.813204	0.798172	0.800266	0.796717	0.792548	0.793971	0.793737	0.789066	0.778425	0.784499	0.771669	0.773268	0.769480	0.769906	0.765397	0.756197	0.754032	0.747238	0.749421	0.739314	0.739747	0.737179	0.728485	0.722471	0.723757	0.716212	0.718026	0.712004	0.700183	0.703072	0.700801	0.687033	0.690297	0.681320	0.677803	0.675840	0.669356	0.665011	0.658659	0.656310	0.652958	0.649839	0.645912	0.639399	0.639619	0.632416	0.628910	0.621522	0.622902	0.616877	0.613542	0.607365	0.606787	0.597934	0.599259	0.598248	0.594586	0.589415	0.580908	0.577100	0.577926	0.574661	0.576686	0.568108	0.564968	0.558361	0.558328	0.554599	0.556930	0.548291	0.547804	0.546207	0.540481	0.539888	0.536536	0.534700	0.533529	0.525030	0.534757	0.532921	0.525011	0.527562	0.523966	0.518572	0.520999	0.515020	0.520144	0.521292	0.514422	0.517973	0.513674	0.514753	0.512677	0.512739	0.516085	0.509344	0.507265	0.510761	0.508914	0.509152	0.508110	0.510501	0.508537	0.503246	0.506856	0.505462	0.505237	0.505381	0.504465	0.504992	0.505261	0.501882	0.502031	0.498433
0.548668	0.554760	0.557203	0.564190	0.567347	0.571794	0.572882	0.579167	0.584747	0.591533	0.594460	0.594033	0.598484	0.601543	0.609302	0.614821	0.615003	0.624805	0.631375	0.631266	0.640026	0.640646	0.639224	0.643888	0.657669	0.656405	0.662911	0.666601	0.669377	0.673070	0.676027	0.674505	0.680723	0.684953	0.682672	0.687557	0.692550	0.688499	0.688595	0.694025	0.693244	0.690171	0.694231	0.691469	0.692907	0.688919	0.692786	0.689888	0.687955	0.683043	0.683694	0.680223	0.679525	0.675827	0.677006	0.672812	0.670037	0.665123	0.662423	0.656514	0.659186	0.653080	0.656248	0.652198	0.647677	0.648187	0.640642	0.645307	0.643087	0.640785	0.637767	0.636463	0.634991	0.629483	0.633285	0.634944	0.632446	0.628515	0.635008	0.636437	0.636988	0.634553	0.635939	0.643947	0.644715	0.646120	0.645248	0.648237	0.656901	0.661077	0.658318	0.663039	0.673483	0.675195	0.679039	0.680928	0.687544	0.693224	0.697335	0.704166	0.709911	0.711997	0.716341	0.721722	0.728060	0.730906	0.737861	0.739314	0.745220	0.749060	0.748935	0.752030	0.752851	0.758849	0.765986	0.767016	0.763249	0.768864	0.766819	0.770467	0.772212	0.771211	0.769070	0.768810	0.770134	0.765223	0.766224	0.760845	0.763758	0.756580	0.758025	0.752502	0.748809	0.747432	0.739487	0.736340	0.734714	0.731458	0.724049	0.720826	0.720315	0.712401	0.706631	0.703828	0.695863	0.691177	0.687891	0.683187	0.675778	0.673840	0.663450	0.660581	0.659716	0.650752	0.643576	0.642269	0.637428	0.631662	0.627670	0.621471	0.618222	0.614739	0.606981	0.602046	0.601636	0.598580	0.591969	0.593510	0.587400	0.582685	0.574900	0.575046	0.570245	0.570621	0.566857	0.561329	0.560395	0.554550	0.551073	0.551635	0.552956	0.550536	0.549371	0.547094	0.541666	0.533311	0.538011	0.533374	0.528396	0.532867	0.531306	0.529775	0.525633	0.526468	0.524990	0.526505	0.516121	0.522366	0.516934	0.519253
0.503419	0.505598	0.505147	0.503754	0.505779	0.507112	0.505325	0.504450	0.510409	0.506737	0.509133	0.504177	0.510621	0.512186	0.510801	0.512266	0.514462	0.509822	0.518093	0.515508	0.518573	0.521734	0.522645	0.521734	0.521912	0.526990	0.527790	0.533532	0.534116	0.537443	0.544404	0.547307	0.549557	0.551955	0.557215	0.558541	0.557375	0.567155	0.580417	0.574982	0.582275	0.586651	0.587458	0.596385	0.603809	0.607466	0.614623	0.622936	0.627879	0.637520	0.644765	0.653810	0.656001	0.665054	0.670861	0.675787	0.685139	0.690414	0.700076	0.709642	0.712869	0.723143	0.726120	0.735564	0.744995	0.749288	0.760321	0.761725	0.766691	0.777868	0.784554	0.786004	0.792086	0.796270	0.799891	0.807836	0.809359	0.816345	0.821501	0.825511	0.826429	0.830566	0.831935	0.830054	0.836040	0.835918	0.839469	0.839646	0.839310	0.842229	0.839513	0.838746	0.841424	0.840286	0.842605	0.836771	0.831880	0.835849	0.825064	0.833612	0.830126	0.830452	0.822033	0.818093	0.813262	0.813540	0.816637	0.807006	0.804214	0.798623	0.802205	0.797935	0.792566	0.786475	0.789542	0.779110	0.774618	0.774173	0.770034	0.763988	0.765356	0.753132	0.750497	0.744812	0.745491	0.736984	0.730920	0.725277	0.723716	0.715418	0.715626	0.707648	0.703591	0.696142	0.691094	0.690921	0.687659	0.680929	0.674339	0.673948	0.666037	0.660125	0.653775	0.643576	0.643699	0.639135	0.634675	0.632397	0.624071	0.622991	0.617211	0.612924	0.610601	0.607784	0.598995	0.598964	0.590610	0.590724	0.588376	0.586900	0.573424	0.576316	0.571015	0.574129	0.569234	0.562389	0.565218	0.560145	0.555610	0.552576	0.550385	0.544480	0.542018	0.543346	0.540828	0.536692	0.535874	0.533842	0.527774	0.531472	0.530899	0.529518	0.525348	0.521832	0.518711	0.515895	0.516482	0.512483	0.515999	0.512849	0.511616	0.511918	0.508078	0.508821	0.502766	0.503947	0.501534	0.505573	0.500277	0.499274
0.516229	0.508011	0.513705	0.518230	0.518979	0.518147	0.513863	0.521926	0.520669	0.522020	0.523490	0.528827	0.526072	0.528341	0.528767	0.527259	0.532319	0.532825	0.531851	0.538416	0.537995	0.538609	0.543553	0.536468	0.543969	0.539712	0.541160	0.546012	0.545458	0.549105	0.547837	0.550052	0.549559	0.547719	0.549581	0.551732	0.548413	0.554924	0.556265	0.554315	0.554186	0.552914	0.553939	0.555732	0.558412	0.561905	0.557316	0.561864	0.563226	0.559436	0.567761	0.559568	0.560142	0.560744	0.562640	0.564234	0.563548	0.570643	0.566671	0.571112	0.573337	0.578103	0.573769	0.580897	0.579347	0.585267	0.586783	0.588865	0.595876	0.596468	0.597924	0.600972	0.609320	0.611510	0.621202	0.622901	0.629698	0.638404	0.638403	0.644441	0.653750	0.660678	0.667112	0.676057	0.684065	0.690045	0.701493	0.713764	0.722361	0.730951	0.739904	0.747586	0.756685	0.766312	0.775396	0.789385	0.796415	0.809782	0.815508	0.825112	0.837201	0.849697	0.854092	0.866473	0.873671	0.881122	0.889036	0.893713	0.903343	0.909362	0.921373	0.917412	0.927590	0.931120	0.934931	0.936070	0.937243	0.941644	0.941804	0.938891	0.937315	0.939538	0.938688	0.939703	0.932230	0.929061	0.920910	0.919883	0.916023	0.910208	0.902186	0.894069	0.889662	0.878155	0.867256	0.862699	0.852375	0.841189	0.835388	0.819583	0.815596	0.804237	0.792419	0.778737	0.768800	0.756517	0.748225	0.737601	0.729163	0.717683	0.706320	0.703047	0.683587	0.676454	0.666126	0.660617	0.652053	0.642636	0.631581	0.626457	0.618314	0.613655	0.606160	0.597905	0.590274	0.582024	0.576811	0.569698	0.565158	0.556496	0.556277	0.561437	0.547111	0.549392	0.541883	0.539436	0.531098	0.532193	0.533443	0.527085	0.524644	0.523847	0.526095	0.521748	0.518265	0.521169	0.514389	0.509416	0.507061	0.514603	0.512889	0.510149	0.508914	0.502078	0.510346	0.511279	0.507121	0.506876	0.505242	0.506290
0.609166	0.613898	0.626948	0.633412	0.639877	0.649964	0.656034	0.667365	0.675729	0.679141	0.694524	0.701931	0.712631	0.720324	0.730034	0.739808	0.749304	0.761557	0.762464	0.778584	0.788437	0.798230	0.809634	0.812769	0.822693	0.833308	0.843817	0.844331	0.851166	0.860680	0.865387	0.873414	0.883427	0.886633	0.891463	0.892814	0.893478	0.899910	0.905104	0.905294	0.904876	0.904383	0.903201	0.900946	0.909624	0.899429	0.893961	0.894850	0.890108	0.891473	0.883041	0.880553	0.871201	0.867912	0.859272	0.851539	0.843149	0.840893	0.828079	0.824917	0.820905	0.805371	0.803617	0.792442	0.783025	0.774797	0.766150	0.752620	0.750819	0.741205	0.727645	0.722512	0.715697	0.705796	0.698907	0.695134	0.683905	0.679250	0.672941	0.662802	0.654892	0.649427	0.643712	0.637389	0.625858	0.626174	0.620427	0.610584	0.609445	0.603101	0.598413	0.591985	0.590650	0.587973	0.583091	0.576741	0.576314	0.572213	0.573228	0.565610	0.570089	0.561369	0.561369	0.552186	0.557149	0.553266	0.545346	0.551155	0.551342	0.548040	0.548012	0.546269	0.543800	0.546989	0.542088	0.545588	0.542089	0.543718	0.543304	0.544488	0.543188	0.544432	0.544205	0.545881	0.544537	0.543349	0.541651	0.545507	0.544558	0.546046	0.543404	0.548131	0.547061	0.547531	0.548085	0.549422	0.550819	0.555431	0.550897	0.555603	0.556024	0.556533	0.554673	0.557817	0.555097	0.554627	0.562957	0.558981	0.558111	0.558494	0.562202	0.564512	0.563368	0.560270	0.560218	0.562928	0.566665	0.562304	0.571038	0.561130	0.563141	0.560455	0.564347	0.564850	0.564379	0.560679	0.560920	0.566037	0.556000	0.556984	0.556342	0.559233	0.556000	0.553733	0.553257	0.549615	0.549484	0.548892	0.548260	0.543657	0.545825	0.544324	0.545415	0.541986	0.539546	0.538496	0.538793	0.535495	0.535558	0.536998	0.532021	0.527976	0.527657	0.529793	0.531870	0.525273	0.521935	0.526347	0.520325	0.521048
