ID;Rep;Digestibility;trait_class;CSplit
108308002000;1;66.60504949;(60, Inf];Train
108308002000;2;66.60504949;(60, Inf];Train
108308002000;3;66.60504949;(60, Inf];Train
108308002000;4;66.60504949;(60, Inf];Train
108308002002;1;60.66722835;(60, Inf];Train
108308002002;2;60.66722835;(60, Inf];Train
108308002002;3;60.66722835;(60, Inf];Train
108308002002;4;60.66722835;(60, Inf];Train
108308002004;1;47.78715809;[-Inf,60];Train
108308002004;2;47.78715809;[-Inf,60];Train
108308002004;3;47.78715809;[-Inf,60];Train
108308002004;4;47.78715809;[-Inf,60];Train
108308002008;1;76.96398547;(60, Inf];Train
108308002008;2;76.96398547;(60, Inf];Train
108308002008;3;76.96398547;(60, Inf];Train
108308002008;4;76.96398547;(60, Inf];Train
108308002010;1;46.11946663;[-Inf,60];Train
108308002010;2;46.11946663;[-Inf,60];Train
108308002010;3;46.11946663;[-Inf,60];Train
108308002010;4;46.11946663;[-Inf,60];Train
108308002012;1;47.17934803;[-Inf,60];Train
108308002012;2;47.17934803;[-Inf,60];Train
108308002012;3;47.17934803;[-Inf,60];Train
108308002012;4;47.17934803;[-Inf,60];Train
108308002014;1;72.34942095;(60, Inf];Train
108308002014;2;72.34942095;(60, Inf];Train
108308002014;3;72.34942095;(60, Inf];Train
108308002014;4;72.34942095;(60, Inf];Train
108308002018;1;65.72823109;(60, Inf];Train
108308002018;2;65.72823109;(60, Inf];Train
108308002018;3;65.72823109;(60, Inf];Train
108308002018;4;65.72823109;(60, Inf];Train
108308002020;1;29.29870799;[-Inf,60];Train
108308002020;2;29.29870799;[-Inf,60];Train
108308002020;3;29.29870799;[-Inf,60];Train
108308002020;4;29.29870799;[-Inf,60];Train
108308002022;1;8.323978902;[-Inf,60];Train
108308002022;2;8.323978902;[-Inf,60];Train
108308002022;3;8.323978902;[-Inf,60];Train
108308002022;4;8.323978902;[-Inf,60];Train
108308002026;1;57.23164789;[-Inf,60];Train
108308002026;2;57.23164789;[-Inf,60];Train
108308002026;3;57.23164789;[-Inf,60];Train
108308002026;4;57.23164789;[-Inf,60];Train
108308002028;1;38.65724347;[-Inf,60];Train
108308002028;2;38.65724347;[-Inf,60];Train
108308002028;3;38.65724347;[-Inf,60];Train
108308002028;4;38.65724347;[-Inf,60];Train
108308002030;1;55.63603749;[-Inf,60];Train
108308002030;2;55.63603749;[-Inf,60];Train
108308002030;3;55.63603749;[-Inf,60];Train
108308002030;4;55.63603749;[-Inf,60];Train
108308002032;1;59.62843338;[-Inf,60];Train
108308002032;2;59.62843338;[-Inf,60];Train
108308002032;3;59.62843338;[-Inf,60];Train
108308002032;4;59.62843338;[-Inf,60];Train
108308002034;1;38.52962088;[-Inf,60];Train
108308002034;2;38.52962088;[-Inf,60];Train
108308002034;3;38.52962088;[-Inf,60];Train
108308002034;4;38.52962088;[-Inf,60];Train
108308002036;1;49.50549692;[-Inf,60];Train
108308002036;2;49.50549692;[-Inf,60];Train
108308002036;3;49.50549692;[-Inf,60];Train
108308002036;4;49.50549692;[-Inf,60];Train
108308002038;1;60.54229666;(60, Inf];Train
108308002038;2;60.54229666;(60, Inf];Train
108308002038;3;60.54229666;(60, Inf];Train
108308002038;4;60.54229666;(60, Inf];Train
108308002040;1;47.49177059;[-Inf,60];Train
108308002040;2;47.49177059;[-Inf,60];Train
108308002040;3;47.49177059;[-Inf,60];Train
108308002040;4;47.49177059;[-Inf,60];Train
108308002042;1;37.65908523;[-Inf,60];Train
108308002042;2;37.65908523;[-Inf,60];Train
108308002042;3;37.65908523;[-Inf,60];Train
108308002042;4;37.65908523;[-Inf,60];Train
108308002044;1;56.66364996;[-Inf,60];Train
108308002044;2;56.66364996;[-Inf,60];Train
108308002044;3;56.66364996;[-Inf,60];Train
108308002044;4;56.66364996;[-Inf,60];Train
108308002046;1;59.29698297;[-Inf,60];Train
108308002046;2;59.29698297;[-Inf,60];Train
108308002046;3;59.29698297;[-Inf,60];Train
108308002046;4;59.29698297;[-Inf,60];Train
108308002048;1;63.59498449;(60, Inf];Train
108308002048;2;63.59498449;(60, Inf];Train
108308002048;3;63.59498449;(60, Inf];Train
108308002048;4;63.59498449;(60, Inf];Train
108308002050;1;40.75919504;[-Inf,60];Train
108308002050;2;40.75919504;[-Inf,60];Train
108308002050;3;40.75919504;[-Inf,60];Train
108308002050;4;40.75919504;[-Inf,60];Train
108308002052;1;50.42524158;[-Inf,60];Train
108308002052;2;50.42524158;[-Inf,60];Train
108308002052;3;50.42524158;[-Inf,60];Train
108308002052;4;50.42524158;[-Inf,60];Train
108308002054;1;47.5937487;[-Inf,60];Train
108308002054;2;47.5937487;[-Inf,60];Train
108308002054;3;47.5937487;[-Inf,60];Train
108308002054;4;47.5937487;[-Inf,60];Train
108308002058;1;73.57529797;(60, Inf];Train
108308002058;2;73.57529797;(60, Inf];Train
108308002058;3;73.57529797;(60, Inf];Train
108308002058;4;73.57529797;(60, Inf];Train
108308002060;1;54.31992137;[-Inf,60];Train
108308002060;2;54.31992137;[-Inf,60];Train
108308002060;3;54.31992137;[-Inf,60];Train
108308002060;4;54.31992137;[-Inf,60];Train
108308002064;1;64.4034055;(60, Inf];Train
108308002064;2;64.4034055;(60, Inf];Train
108308002064;3;64.4034055;(60, Inf];Train
108308002064;4;64.4034055;(60, Inf];Train
108308002066;1;50.99161274;[-Inf,60];Train
108308002066;2;50.99161274;[-Inf,60];Train
108308002066;3;50.99161274;[-Inf,60];Train
108308002066;4;50.99161274;[-Inf,60];Train
108308002070;1;17.63221936;[-Inf,60];Train
108308002070;2;17.63221936;[-Inf,60];Train
108308002070;3;17.63221936;[-Inf,60];Train
108308002070;4;17.63221936;[-Inf,60];Train
108308002074;1;47.55284675;[-Inf,60];Train
108308002074;2;47.55284675;[-Inf,60];Train
108308002074;3;47.55284675;[-Inf,60];Train
108308002074;4;47.55284675;[-Inf,60];Train
108308002076;1;56.52032726;[-Inf,60];Train
108308002076;2;56.52032726;[-Inf,60];Train
108308002076;3;56.52032726;[-Inf,60];Train
108308002076;4;56.52032726;[-Inf,60];Train
108308002078;1;19.42415058;[-Inf,60];Train
108308002078;2;19.42415058;[-Inf,60];Train
108308002078;3;19.42415058;[-Inf,60];Train
108308002078;4;19.42415058;[-Inf,60];Train
108308002080;1;53.3766227;[-Inf,60];Train
108308002080;2;53.3766227;[-Inf,60];Train
108308002080;3;53.3766227;[-Inf,60];Train
108308002080;4;53.3766227;[-Inf,60];Train
108308002082;1;69.08301052;(60, Inf];Train
108308002082;2;69.08301052;(60, Inf];Train
108308002082;3;69.08301052;(60, Inf];Train
108308002082;4;69.08301052;(60, Inf];Train
108308002084;1;44.22123;[-Inf,60];Train
108308002084;2;44.22123;[-Inf,60];Train
108308002084;3;44.22123;[-Inf,60];Train
108308002084;4;44.22123;[-Inf,60];Train
108308002086;1;36.05057605;[-Inf,60];Train
108308002086;2;36.05057605;[-Inf,60];Train
108308002086;3;36.05057605;[-Inf,60];Train
108308002086;4;36.05057605;[-Inf,60];Train
108308002088;1;37.05703399;[-Inf,60];Train
108308002088;2;37.05703399;[-Inf,60];Train
108308002088;3;37.05703399;[-Inf,60];Train
108308002088;4;37.05703399;[-Inf,60];Train
108308002092;1;32.37436078;[-Inf,60];Train
108308002092;2;32.37436078;[-Inf,60];Train
108308002092;3;32.37436078;[-Inf,60];Train
108308002092;4;32.37436078;[-Inf,60];Train
108308002094;1;47.79744253;[-Inf,60];Train
108308002094;2;47.79744253;[-Inf,60];Train
108308002094;3;47.79744253;[-Inf,60];Train
108308002094;4;47.79744253;[-Inf,60];Train
108308002096;1;47.14216669;[-Inf,60];Train
108308002096;2;47.14216669;[-Inf,60];Train
108308002096;3;47.14216669;[-Inf,60];Train
108308002096;4;47.14216669;[-Inf,60];Train
108308002098;1;47.0382894;[-Inf,60];Train
108308002098;2;47.0382894;[-Inf,60];Train
108308002098;3;47.0382894;[-Inf,60];Train
108308002098;4;47.0382894;[-Inf,60];Train
108308002100;1;40.19276596;[-Inf,60];Train
108308002100;2;40.19276596;[-Inf,60];Train
108308002100;3;40.19276596;[-Inf,60];Train
108308002100;4;40.19276596;[-Inf,60];Train
108308002102;1;46.10314458;[-Inf,60];Train
108308002102;2;46.10314458;[-Inf,60];Train
108308002102;3;46.10314458;[-Inf,60];Train
108308002102;4;46.10314458;[-Inf,60];Train
108308002104;1;15.20491816;[-Inf,60];Train
108308002104;2;15.20491816;[-Inf,60];Train
108308002104;3;15.20491816;[-Inf,60];Train
108308002104;4;15.20491816;[-Inf,60];Train
108308002106;1;42.64789065;[-Inf,60];Train
108308002106;2;42.64789065;[-Inf,60];Train
108308002106;3;42.64789065;[-Inf,60];Train
108308002106;4;42.64789065;[-Inf,60];Train
108308002108;1;33.33459554;[-Inf,60];Train
108308002108;2;33.33459554;[-Inf,60];Train
108308002108;3;33.33459554;[-Inf,60];Train
108308002108;4;33.33459554;[-Inf,60];Train
108308002110;1;49.06355341;[-Inf,60];Train
108308002110;2;49.06355341;[-Inf,60];Train
108308002110;3;49.06355341;[-Inf,60];Train
108308002110;4;49.06355341;[-Inf,60];Train
108308002114;1;36.59898991;[-Inf,60];Train
108308002114;2;36.59898991;[-Inf,60];Train
108308002114;3;36.59898991;[-Inf,60];Train
108308002114;4;36.59898991;[-Inf,60];Train
108308002118;1;68.92192033;(60, Inf];Train
108308002118;2;68.92192033;(60, Inf];Train
108308002118;3;68.92192033;(60, Inf];Train
108308002118;4;68.92192033;(60, Inf];Train
108308002120;1;62.37986538;(60, Inf];Train
108308002120;2;62.37986538;(60, Inf];Train
108308002120;3;62.37986538;(60, Inf];Train
108308002120;4;62.37986538;(60, Inf];Train
108308002122;1;18.56168698;[-Inf,60];Train
108308002122;2;18.56168698;[-Inf,60];Train
108308002122;3;18.56168698;[-Inf,60];Train
108308002122;4;18.56168698;[-Inf,60];Train
108308002124;1;58.13452434;[-Inf,60];Train
108308002124;2;58.13452434;[-Inf,60];Train
108308002124;3;58.13452434;[-Inf,60];Train
108308002124;4;58.13452434;[-Inf,60];Train
108308002126;1;70.60862057;(60, Inf];Train
108308002126;2;70.60862057;(60, Inf];Train
108308002126;3;70.60862057;(60, Inf];Train
108308002126;4;70.60862057;(60, Inf];Train
108308002128;1;39.19001601;[-Inf,60];Train
108308002128;2;39.19001601;[-Inf,60];Train
108308002128;3;39.19001601;[-Inf,60];Train
108308002128;4;39.19001601;[-Inf,60];Train
108308002130;1;54.60604999;[-Inf,60];Train
108308002130;2;54.60604999;[-Inf,60];Train
108308002130;3;54.60604999;[-Inf,60];Train
108308002130;4;54.60604999;[-Inf,60];Train
108308002136;1;70.13011116;(60, Inf];Train
108308002136;2;70.13011116;(60, Inf];Train
108308002136;3;70.13011116;(60, Inf];Train
108308002136;4;70.13011116;(60, Inf];Train
108308002138;1;64.4619502;(60, Inf];Train
108308002138;2;64.4619502;(60, Inf];Train
108308002138;3;64.4619502;(60, Inf];Train
108308002138;4;64.4619502;(60, Inf];Train
108308002140;1;57.23972713;[-Inf,60];Train
108308002140;2;57.23972713;[-Inf,60];Train
108308002140;3;57.23972713;[-Inf,60];Train
108308002140;4;57.23972713;[-Inf,60];Train
108308002142;1;75.15589897;(60, Inf];Train
108308002142;2;75.15589897;(60, Inf];Train
108308002142;3;75.15589897;(60, Inf];Train
108308002142;4;75.15589897;(60, Inf];Train
108308002830;1;61.15034115;(60, Inf];Train
108308002830;2;61.15034115;(60, Inf];Train
108308002830;3;61.15034115;(60, Inf];Train
108308002830;4;61.15034115;(60, Inf];Train
108308002832;1;62.45059688;(60, Inf];Train
