ID;Rep;Digestibility;trait_class;CSplit
108308002006;1;72.87231168;(60, Inf];Test
108308002006;2;72.87231168;(60, Inf];Test
108308002006;3;72.87231168;(60, Inf];Test
108308002006;4;72.87231168;(60, Inf];Test
108308002016;1;53.62599025;[-Inf,60];Test
108308002016;2;53.62599025;[-Inf,60];Test
108308002016;3;53.62599025;[-Inf,60];Test
108308002016;4;53.62599025;[-Inf,60];Test
108308002024;1;69.4434464;(60, Inf];Test
108308002024;2;69.4434464;(60, Inf];Test
108308002024;3;69.4434464;(60, Inf];Test
108308002024;4;69.4434464;(60, Inf];Test
108308002056;1;35.63688987;[-Inf,60];Test
108308002056;2;35.63688987;[-Inf,60];Test
108308002056;3;35.63688987;[-Inf,60];Test
108308002056;4;35.63688987;[-Inf,60];Test
108308002062;1;43.66045102;[-Inf,60];Test
108308002062;2;43.66045102;[-Inf,60];Test
108308002062;3;43.66045102;[-Inf,60];Test
108308002062;4;43.66045102;[-Inf,60];Test
108308002068;1;51.80056124;[-Inf,60];Test
108308002068;2;51.80056124;[-Inf,60];Test
108308002068;3;51.80056124;[-Inf,60];Test
108308002068;4;51.80056124;[-Inf,60];Test
108308002072;1;23.46863563;[-Inf,60];Test
108308002072;2;23.46863563;[-Inf,60];Test
108308002072;3;23.46863563;[-Inf,60];Test
108308002072;4;23.46863563;[-Inf,60];Test
108308002090;1;27.23097929;[-Inf,60];Test
108308002090;2;27.23097929;[-Inf,60];Test
108308002090;3;27.23097929;[-Inf,60];Test
108308002090;4;27.23097929;[-Inf,60];Test
108308002112;1;42.26194804;[-Inf,60];Test
108308002112;2;42.26194804;[-Inf,60];Test
108308002112;3;42.26194804;[-Inf,60];Test
108308002112;4;42.26194804;[-Inf,60];Test
108308002132;1;65.59691732;(60, Inf];Test
108308002132;2;65.59691732;(60, Inf];Test
108308002132;3;65.59691732;(60, Inf];Test
108308002132;4;65.59691732;(60, Inf];Test
108308002134;1;29.64665732;[-Inf,60];Test
108308002134;2;29.64665732;[-Inf,60];Test
108308002134;3;29.64665732;[-Inf,60];Test
108308002134;4;29.64665732;[-Inf,60];Test
108308002834;1;54.80570706;[-Inf,60];Test
108308002834;2;54.80570706;[-Inf,60];Test
108308002834;3;54.80570706;[-Inf,60];Test
108308002834;4;54.80570706;[-Inf,60];Test
108308002838;1;59.89585999;[-Inf,60];Test
108308002838;2;59.89585999;[-Inf,60];Test
108308002838;3;59.89585999;[-Inf,60];Test
108308002838;4;59.89585999;[-Inf,60];Test
108308002854;1;70.09429167;(60, Inf];Test
108308002854;2;70.09429167;(60, Inf];Test
108308002854;3;70.09429167;(60, Inf];Test
108308002854;4;70.09429167;(60, Inf];Test
108308002860;1;70.4027506;(60, Inf];Test
108308002860;2;70.4027506;(60, Inf];Test
108308002860;3;70.4027506;(60, Inf];Test
108308002860;4;70.4027506;(60, Inf];Test
108308002864;1;52.92961088;[-Inf,60];Test
108308002864;2;52.92961088;[-Inf,60];Test
108308002864;3;52.92961088;[-Inf,60];Test
108308002864;4;52.92961088;[-Inf,60];Test
108308002868;1;46.36471936;[-Inf,60];Test
108308002868;2;46.36471936;[-Inf,60];Test
108308002868;3;46.36471936;[-Inf,60];Test
108308002868;4;46.36471936;[-Inf,60];Test
108308002874;1;53.68710004;[-Inf,60];Test
108308002874;2;53.68710004;[-Inf,60];Test
108308002874;3;53.68710004;[-Inf,60];Test
108308002874;4;53.68710004;[-Inf,60];Test
108308002880;1;75.18820889;(60, Inf];Test
108308002880;2;75.18820889;(60, Inf];Test
108308002880;3;75.18820889;(60, Inf];Test
108308002880;4;75.18820889;(60, Inf];Test
108308002884;1;60.66577644;(60, Inf];Test
108308002884;2;60.66577644;(60, Inf];Test
108308002884;3;60.66577644;(60, Inf];Test
108308002884;4;60.66577644;(60, Inf];Test
108308002902;1;77.15419524;(60, Inf];Test
108308002902;2;77.15419524;(60, Inf];Test
108308002902;3;77.15419524;(60, Inf];Test
108308002902;4;77.15419524;(60, Inf];Test
108308002920;1;32.73111657;[-Inf,60];Test
108308002920;2;32.73111657;[-Inf,60];Test
108308002920;3;32.73111657;[-Inf,60];Test
108308002920;4;32.73111657;[-Inf,60];Test
108308002922;1;56.46774853;[-Inf,60];Test
108308002922;2;56.46774853;[-Inf,60];Test
108308002922;3;56.46774853;[-Inf,60];Test
108308002922;4;56.46774853;[-Inf,60];Test
108308002946;1;68.78163229;(60, Inf];Test
108308002946;2;68.78163229;(60, Inf];Test
108308002946;3;68.78163229;(60, Inf];Test
108308002946;4;68.78163229;(60, Inf];Test
108308002970;1;57.20847128;[-Inf,60];Test
108308002970;2;57.20847128;[-Inf,60];Test
108308002970;3;57.20847128;[-Inf,60];Test
108308002970;4;57.20847128;[-Inf,60];Test
108308002976;1;34.37713247;[-Inf,60];Test
108308002976;2;34.37713247;[-Inf,60];Test
108308002976;3;34.37713247;[-Inf,60];Test
108308002976;4;34.37713247;[-Inf,60];Test
108308002986;1;30.47085739;[-Inf,60];Test
108308002986;2;30.47085739;[-Inf,60];Test
108308002986;3;30.47085739;[-Inf,60];Test
108308002986;4;30.47085739;[-Inf,60];Test
108308002994;1;53.64627111;[-Inf,60];Test
108308002994;2;53.64627111;[-Inf,60];Test
108308002994;3;53.64627111;[-Inf,60];Test
108308002994;4;53.64627111;[-Inf,60];Test
108308003004;1;35.81570445;[-Inf,60];Test
108308003004;2;35.81570445;[-Inf,60];Test
108308003004;3;35.81570445;[-Inf,60];Test
108308003004;4;35.81570445;[-Inf,60];Test
108308003010;1;46.43192348;[-Inf,60];Test
108308003010;2;46.43192348;[-Inf,60];Test
108308003010;3;46.43192348;[-Inf,60];Test
108308003010;4;46.43192348;[-Inf,60];Test
108308003026;1;45.98406587;[-Inf,60];Test
