our_variant,opponent,wins,n_valid,win_rate,median_ratio,median_pct
V2B-extended-no-reg,paper Nicon,5,11,0.45454545454545453,1.0557180952314094,5.571809523140936
V2B-extended-no-reg,paper CatBoost,4,11,0.36363636363636365,1.1092294571878079,10.922945718780785
V2B-extended-no-reg,paper TabPFN-raw,2,11,0.18181818181818182,1.1477537785572955,14.775377855729555
V2B-extended-no-reg,paper PLS,1,10,0.1,1.1625533766382548,16.255337663825475
V2B-extended-no-reg,paper TabPFN-opt,2,11,0.18181818181818182,1.1941336166645808,19.413361666458083
V2B-extended-no-reg,paper Ridge,1,10,0.1,1.2169328582323673,21.693285823236728
V2B-extended-no-reg,AOM-PLS-best,1,11,0.09090909090909091,1.2805489203677676,28.054892036776756
V2B-extended-no-reg,AOM-Ridge-best,0,7,0.0,1.322751776686491,32.27517766864909
V2B-extended-trainable,paper Nicon,5,11,0.45454545454545453,1.0875970641962522,8.759706419625225
V2B-extended-trainable,paper CatBoost,4,11,0.36363636363636365,1.1156451371378238,11.564513713782375
V2B-extended-trainable,paper PLS,1,10,0.1,1.1614823135922194,16.148231359221942
V2B-extended-trainable,paper TabPFN-raw,2,11,0.18181818181818182,1.1725984468109143,17.25984468109143
V2B-extended-trainable,paper Ridge,1,10,0.1,1.2162272698478178,21.62272698478178
V2B-extended-trainable,paper TabPFN-opt,2,11,0.18181818181818182,1.2699597572961114,26.995975729611143
V2B-extended-trainable,AOM-PLS-best,1,11,0.09090909090909091,1.2810978925998233,28.109789259982332
V2B-extended-trainable,AOM-Ridge-best,0,7,0.0,1.3632049281475562,36.320492814755625
V2C-branchSE,paper Nicon,5,11,0.45454545454545453,1.0609119909047238,6.091199090472377
V2C-branchSE,paper CatBoost,4,11,0.36363636363636365,1.0818038010052788,8.180380100527884
V2C-branchSE,paper PLS,1,10,0.1,1.147359549418578,14.735954941857798
V2C-branchSE,paper TabPFN-raw,2,11,0.18181818181818182,1.1736775725374005,17.367757253740045
V2C-branchSE,paper Ridge,1,10,0.1,1.1848608239405825,18.486082394058243
V2C-branchSE,AOM-PLS-best,0,11,0.0,1.245181496443087,24.518149644308696
V2C-branchSE,paper TabPFN-opt,1,11,0.09090909090909091,1.3079071469816466,30.790714698164656
V2C-branchSE,AOM-Ridge-best,0,7,0.0,1.329259418035856,32.92594180358559
V2D-dilated,paper Nicon,5,11,0.45454545454545453,1.0826775315876813,8.267753158768132
V2D-dilated,paper CatBoost,4,11,0.36363636363636365,1.108797266500156,10.879726650015598
V2D-dilated,paper TabPFN-raw,2,11,0.18181818181818182,1.1125724802567187,11.257248025671874
V2D-dilated,paper PLS,1,10,0.1,1.178279870637311,17.8279870637311
V2D-dilated,paper Ridge,1,10,0.1,1.208291268034964,20.8291268034964
V2D-dilated,paper TabPFN-opt,2,11,0.18181818181818182,1.2684263360824974,26.842633608249745
V2D-dilated,AOM-PLS-best,1,11,0.09090909090909091,1.2762516070563625,27.625160705636254
V2D-dilated,AOM-Ridge-best,0,7,0.0,1.3600987008881378,36.00987008881378
V2E-branchSE-dilated,paper CatBoost,3,11,0.2727272727272727,1.0833563272268265,8.33563272268265
V2E-branchSE-dilated,paper Nicon,4,11,0.36363636363636365,1.107873711448379,10.787371144837898
V2E-branchSE-dilated,paper PLS,1,10,0.1,1.1130012773760853,11.300127737608534
V2E-branchSE-dilated,paper TabPFN-raw,2,11,0.18181818181818182,1.138661303994927,13.866130399492693
V2E-branchSE-dilated,paper Ridge,1,10,0.1,1.1626785604826293,16.267856048262928
V2E-branchSE-dilated,AOM-PLS-best,1,11,0.09090909090909091,1.1954710511771878,19.54710511771878
V2E-branchSE-dilated,paper TabPFN-opt,2,11,0.18181818181818182,1.2200312885992806,22.003128859928054
V2E-branchSE-dilated,AOM-Ridge-best,0,7,0.0,1.4004876085831168,40.04876085831168
