10723;10656;10590;10525;10460;10397;10334;10272;10211;10150;10090;10031;9973;9915;9859;9802;9747;9692;9637;9584;9531;9478;9426;9375;9324;9274;9225;9176;9127;9079;9032;8985;8938;8892;8847;8802;8758;8714;8670;8627;8584;8542;8500;8459;8418;8377;8337;8297;8258;8219;8180;8142;8104;8067;8030;7993;7956;7920;7885;7849;7814;7779;7745;7711;7677;7643;7610;7577;7545;7512;7480;7449;7417;7386;7355;7324;7294;7264;7234;7204;7175;7146;7117;7088;7060;7032;7004;6976;6949;6921;6894;6868;6841;6815;6788;6762;6737;6711;6686;6661;6636;6611;6586;6562;6538;6514;6490;6466;6443;6419;6396;6373;6350;6328;6305;6283;6261;6239;6217;6196;6174;6153;6132;6111;6090;6069;6048;6028
0.03105;0.0307;0.03062;0.03137;0.03295;0.03643;0.04159;0.04686;0.05405;0.05976;0.06327;0.06556;0.06648;0.06634;0.06586;0.06539;0.06415;0.06274;0.06166;0.06017;0.05891;0.05805;0.05703;0.05611;0.05522;0.05461;0.05412;0.05354;0.05376;0.05426;0.0544;0.0552;0.05644;0.05841;0.06152;0.06738;0.07666;0.08894;0.10337;0.11916;0.13413;0.14786;0.16004;0.17217;0.18386;0.19411;0.20053;0.20457;0.20443;0.19953;0.19245;0.18387;0.17597;0.17033;0.16539;0.16242;0.16016;0.15894;0.15822;0.15713;0.15618;0.15477;0.15301;0.15246;0.15273;0.15364;0.15687;0.16197;0.16873;0.1774;0.18877;0.20229;0.21781;0.23369;0.25;0.26567;0.27907;0.29319;0.30761;0.32687;0.35284;0.38924;0.43421;0.49002;0.55233;0.61421;0.67196;0.72087;0.75941;0.78669;0.80391;0.81293;0.82208;0.82491;0.82413;0.82462;0.81715;0.80931;0.79988;0.79072;0.78036;0.77149;0.7634;0.75409;0.74482;0.7385;0.73399;0.72895;0.72599;0.72195;0.71987;0.7158;0.71204;0.70737;0.70101;0.69196;0.68241;0.66981;0.659;0.64529;0.63301;0.62113;0.60852;0.59732;0.58642;0.57786;0.56806;0.56143
-0.03996;-0.03986;-0.04013;-0.03941;-0.03795;-0.03482;-0.03019;-0.02529;-0.01951;-0.01458;-0.01129;-0.00945;-0.00836;-0.00815;-0.00845;-0.00883;-0.00973;-0.01061;-0.01168;-0.01249;-0.01359;-0.01433;-0.01476;-0.01548;-0.01607;-0.01651;-0.01685;-0.01669;-0.01675;-0.01623;-0.01559;-0.01496;-0.01356;-0.01205;-0.00907;-0.00387;0.00447;0.01513;0.02764;0.04172;0.05509;0.0673;0.07856;0.08959;0.10024;0.10983;0.11606;0.11945;0.11962;0.11536;0.10854;0.10107;0.09378;0.08877;0.08469;0.08212;0.08035;0.07947;0.07853;0.07782;0.07671;0.07546;0.07464;0.07414;0.07435;0.07532;0.0786;0.08312;0.08932;0.09723;0.10747;0.11997;0.1343;0.1489;0.16435;0.17875;0.19151;0.20487;0.21847;0.23666;0.26204;0.2964;0.33986;0.39414;0.45437;0.51531;0.57193;0.6208;0.65775;0.68562;0.70241;0.71127;0.7198;0.72352;0.72332;0.72335;0.71499;0.70842;0.70007;0.69112;0.67976;0.67261;0.66316;0.65448;0.64638;0.64044;0.63537;0.63107;0.62783;0.62414;0.62198;0.61872;0.61491;0.60978;0.60426;0.59474;0.58527;0.57398;0.56303;0.55075;0.53787;0.52608;0.5144;0.50371;0.49186;0.48417;0.47543;0.46926
-0.03717;-0.03733;-0.03734;-0.03689;-0.03519;-0.03202;-0.02708;-0.02246;-0.01627;-0.01115;-0.0078;-0.00568;-0.00474;-0.00452;-0.0049;-0.00541;-0.00603;-0.00729;-0.00837;-0.00935;-0.0103;-0.01126;-0.01188;-0.01262;-0.01326;-0.01381;-0.01423;-0.0143;-0.01428;-0.01345;-0.01324;-0.01286;-0.01146;-0.00982;-0.00689;-0.00186;0.00645;0.01723;0.02992;0.04437;0.05806;0.07071;0.08158;0.09288;0.10398;0.1135;0.12001;0.12373;0.12367;0.11927;0.11199;0.10374;0.09619;0.09082;0.08629;0.0836;0.08202;0.08073;0.08017;0.07932;0.07824;0.07709;0.0758;0.0754;0.07537;0.0763;0.07946;0.08379;0.08998;0.09789;0.10783;0.12047;0.13487;0.14931;0.16465;0.17917;0.19215;0.20506;0.21904;0.23688;0.26196;0.29611;0.33909;0.39255;0.45295;0.51317;0.57003;0.61982;0.65748;0.68569;0.70301;0.71243;0.72043;0.72464;0.72469;0.72547;0.71758;0.71113;0.70203;0.69344;0.68257;0.67352;0.66518;0.657;0.6488;0.64212;0.63683;0.63334;0.63008;0.62689;0.6238;0.62076;0.61637;0.6119;0.6055;0.59719;0.58699;0.57525;0.56317;0.55095;0.53859;0.52723;0.51358;0.50378;0.49168;0.48361;0.47425;0.46751
-0.03993;-0.04035;-0.04048;-0.03958;-0.03808;-0.03465;-0.02988;-0.02511;-0.01865;-0.01355;-0.01037;-0.00823;-0.00737;-0.00713;-0.00724;-0.00789;-0.00862;-0.00939;-0.01078;-0.01159;-0.01256;-0.01333;-0.01421;-0.01488;-0.01541;-0.01566;-0.01607;-0.0162;-0.01607;-0.01552;-0.015;-0.01466;-0.01306;-0.01161;-0.00851;-0.00341;0.00486;0.0156;0.02818;0.04221;0.05556;0.06775;0.07888;0.08979;0.10025;0.10968;0.11582;0.11936;0.11944;0.11514;0.10858;0.10125;0.09433;0.08917;0.08497;0.08283;0.08107;0.07989;0.07924;0.07852;0.07758;0.07648;0.07543;0.07486;0.0749;0.07593;0.0793;0.08346;0.08943;0.09794;0.10767;0.12014;0.13432;0.14865;0.16377;0.17807;0.19084;0.20387;0.21677;0.23427;0.2592;0.29339;0.33649;0.39053;0.4518;0.5134;0.57187;0.62234;0.66262;0.69091;0.70938;0.71902;0.72766;0.73189;0.73103;0.73107;0.72312;0.7158;0.70622;0.69695;0.6861;0.67641;0.66706;0.65841;0.65064;0.64367;0.63822;0.63502;0.63052;0.62769;0.62489;0.62208;0.61835;0.61329;0.60586;0.59705;0.58692;0.57462;0.56303;0.54988;0.53631;0.52447;0.51156;0.50072;0.48995;0.48083;0.47121;0.46428
-0.08433;-0.08443;-0.08457;-0.08395;-0.0826;-0.07949;-0.07568;-0.07103;-0.06527;-0.06094;-0.05775;-0.05607;-0.05506;-0.05517;-0.05509;-0.05568;-0.0565;-0.0575;-0.05825;-0.05902;-0.06032;-0.06086;-0.06145;-0.06235;-0.06289;-0.06321;-0.06362;-0.06362;-0.06351;-0.06284;-0.06241;-0.06159;-0.0603;-0.05879;-0.05605;-0.05118;-0.04312;-0.03333;-0.02139;-0.00856;0.00428;0.01582;0.02632;0.03655;0.04663;0.05535;0.06124;0.06456;0.06443;0.06067;0.0547;0.04786;0.04138;0.03656;0.03281;0.03059;0.02889;0.02787;0.02734;0.02679;0.02583;0.02459;0.02373;0.02346;0.02345;0.02445;0.0276;0.03169;0.03716;0.04498;0.05457;0.06659;0.07989;0.09354;0.10799;0.12137;0.13311;0.1452;0.15773;0.17415;0.1976;0.22918;0.26944;0.31926;0.37528;0.43184;0.48538;0.5329;0.56907;0.59511;0.61164;0.62109;0.62903;0.63288;0.63219;0.63236;0.62483;0.61838;0.61148;0.60146;0.59207;0.58352;0.57526;0.56671;0.55954;0.55374;0.54909;0.54518;0.54332;0.53958;0.53735;0.53492;0.53136;0.52653;0.52051;0.51279;0.50279;0.49209;0.48197;0.47003;0.4576;0.44701;0.43556;0.42581;0.41587;0.40741;0.39892;0.39296
0.01876;0.0182;0.01806;0.01821;0.01939;0.02212;0.0254;0.03036;0.03599;0.03995;0.04295;0.0448;0.04573;0.04536;0.04517;0.04522;0.04418;0.0427;0.04192;0.04071;0.04046;0.03938;0.03868;0.03842;0.03748;0.03686;0.03693;0.03669;0.03686;0.03689;0.03714;0.03814;0.03896;0.04082;0.04344;0.04803;0.05525;0.06495;0.07626;0.08846;0.10058;0.11155;0.12153;0.1308;0.14042;0.14906;0.15457;0.15798;0.15751;0.15466;0.14896;0.14242;0.13605;0.13116;0.12674;0.12455;0.12289;0.1219;0.12146;0.12047;0.11956;0.1188;0.11736;0.11675;0.11716;0.11819;0.12091;0.12434;0.13025;0.13719;0.14571;0.15661;0.16909;0.18223;0.19576;0.20839;0.21961;0.23101;0.24241;0.25741;0.2784;0.30728;0.34275;0.38757;0.43803;0.48815;0.53666;0.57692;0.60748;0.63052;0.64599;0.6528;0.65962;0.66251;0.66312;0.66143;0.65634;0.65025;0.64293;0.63526;0.62753;0.62042;0.61314;0.60446;0.59891;0.59336;0.5901;0.58653;0.58315;0.5822;0.58039;0.57792;0.57469;0.57044;0.56534;0.55753;0.54967;0.54144;0.53082;0.52185;0.51114;0.5006;0.49228;0.48452;0.47414;0.46807;0.46093;0.45606
0.00383;0.00328;0.00321;0.00317;0.00436;0.00699;0.01044;0.01527;0.02072;0.02475;0.02773;0.02955;0.0306;0.03037;0.03009;0.03034;0.02919;0.0283;0.02722;0.02629;0.02551;0.02463;0.02405;0.02333;0.02259;0.0221;0.02221;0.02189;0.02204;0.02203;0.0224;0.02318;0.02399;0.02594;0.02867;0.0331;0.04045;0.04993;0.06129;0.07335;0.08538;0.09638;0.1068;0.11581;0.12537;0.13399;0.13918;0.14252;0.14233;0.13919;0.13314;0.12631;0.11994;0.11515;0.1109;0.10869;0.10705;0.10595;0.10566;0.10449;0.10348;0.1024;0.10125;0.10087;0.10123;0.10237;0.10475;0.10835;0.11364;0.12017;0.12938;0.14028;0.15233;0.16508;0.17829;0.19104;0.20253;0.21349;0.22477;0.23967;0.26053;0.28866;0.3241;0.36814;0.41787;0.46804;0.51581;0.55653;0.58748;0.61046;0.62607;0.63396;0.64019;0.6439;0.64476;0.64274;0.63861;0.63284;0.62532;0.61792;0.60975;0.60289;0.59675;0.5878;0.58114;0.57607;0.57246;0.56869;0.56547;0.56429;0.56225;0.56016;0.55759;0.55278;0.54872;0.54025;0.53262;0.52361;0.5136;0.50368;0.49353;0.48407;0.47484;0.46665;0.45711;0.45064;0.44368;0.43802
-0.04523;-0.0457;-0.04553;-0.04548;-0.04392;-0.04062;-0.037;-0.03157;-0.02612;-0.02114;-0.01822;-0.01567;-0.01493;-0.01474;-0.01499;-0.01503;-0.01591;-0.01703;-0.01821;-0.01896;-0.01958;-0.02051;-0.02101;-0.02181;-0.02242;-0.02301;-0.02322;-0.02346;-0.02313;-0.02287;-0.02273;-0.0216;-0.02088;-0.01909;-0.01615;-0.0113;-0.00391;0.00677;0.01869;0.03149;0.04429;0.0558;0.06679;0.0769;0.08695;0.09604;0.1022;0.10579;0.105;0.10149;0.09551;0.08851;0.08167;0.07655;0.07229;0.06994;0.06837;0.06753;0.06703;0.06603;0.0652;0.06412;0.06275;0.06217;0.06266;0.06369;0.06631;0.07025;0.07601;0.08347;0.09286;0.1046;0.11793;0.1316;0.14584;0.15947;0.17152;0.18392;0.19615;0.21227;0.23563;0.26669;0.30664;0.35646;0.41232;0.46917;0.5238;0.56992;0.60481;0.63155;0.64821;0.65663;0.66488;0.66789;0.66842;0.66787;0.66109;0.65502;0.64659;0.6381;0.62842;0.62144;0.61287;0.60379;0.59712;0.59102;0.5877;0.58306;0.58003;0.57801;0.57545;0.57256;0.56825;0.56532;0.55938;0.54986;0.54103;0.53149;0.52019;0.50843;0.49594;0.48479;0.47436;0.46466;0.45352;0.44609;0.4378;0.43071
0.03547;0.03452;0.03384;0.03423;0.03608;0.03965;0.04366;0.05023;0.05704;0.06257;0.06625;0.06901;0.0701;0.06989;0.06943;0.06899;0.06774;0.06593;0.06439;0.06291;0.0616;0.06042;0.05938;0.05814;0.05719;0.05635;0.05579;0.05543;0.05516;0.0553;0.0556;0.05612;0.0569;0.05915;0.06229;0.06851;0.07777;0.09057;0.10521;0.12094;0.13642;0.15065;0.1639;0.17577;0.1881;0.19896;0.20612;0.20984;0.20893;0.20445;0.19627;0.18779;0.17952;0.17366;0.16793;0.16487;0.16291;0.16151;0.16064;0.15917;0.15812;0.15657;0.15476;0.15355;0.15386;0.15496;0.15792;0.16269;0.16948;0.17864;0.18993;0.2042;0.21971;0.23626;0.25296;0.26861;0.28319;0.29721;0.3113;0.32979;0.35562;0.39172;0.43626;0.49095;0.55222;0.61342;0.67061;0.71915;0.75505;0.78213;0.80037;0.80976;0.81739;0.81966;0.82202;0.82066;0.81367;0.80703;0.79847;0.78935;0.77899;0.77103;0.76395;0.75302;0.74439;0.73823;0.73368;0.72985;0.72605;0.72417;0.7223;0.71857;0.71462;0.7095;0.70342;0.69323;0.68352;0.67392;0.66101;0.65064;0.63593;0.62523;0.61286;0.60306;0.59057;0.58246;0.57481;0.56706
