ID;Rep;Hardness;trait_class;CSplit
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
60];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Train
Inf];Test
Inf];Test
Inf];Test
Inf];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
60];Test
60];Test
60];Test
60];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
60];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
Inf];Test
