1100;1105;1110;1115;1120;1125;1130;1135;1140;1145;1150;1155;1160;1165;1170;1175;1180;1185;1190;1195;1200;1205;1210;1215;1220;1225;1230;1235;1240;1245;1250;1255;1260;1265;1270;1275;1280;1285;1290;1295;1301;1306;1311;1316;1321;1326;1331;1336;1341;1346;1351;1356;1361;1366;1371;1376;1381;1386;1391;1396;1401;1406;1411;1416;1421;1426;1431;1436;1441;1446;1451;1456;1461;1466;1471;1476;1481;1486;1491;1496;1502;1507;1512;1517;1522;1527;1532;1537;1542;1547;1552;1557;1562;1567;1572;1577;1582;1587;1592;1597;1602;1607;1612;1617;1622;1627;1632;1637;1642;1647;1652;1657;1662;1667;1672;1677;1682;1687;1692;1697;1703;1708;1713;1718;1723;1728;1733;1738;1743;1748;1753;1758;1763;1768;1773;1778;1783;1788;1793;1798;1803;1808;1813;1818;1823;1828;1833;1838;1843;1848;1853;1858;1863;1868;1873;1878;1883;1888;1893;1898;1904;1909;1914;1919;1924;1929;1934;1939;1944;1949;1954;1959;1964;1969;1974;1979;1984;1989;1994;1999;2004;2009;2014;2019;2024;2029;2034;2039;2044;2049;2054;2059;2064;2069;2074;2079;2084;2089;2094;2100
0,532942;0,532984;0,538628;0,539744;0,543199;0,542055;0,549604;0,552428;0,558652;0,552443;0,559837;0,559473;0,565110;0,573986;0,572151;0,572313;0,578862;0,583843;0,592861;0,593631;0,593850;0,594647;0,600982;0,607402;0,605309;0,617826;0,611097;0,619143;0,620710;0,629506;0,630007;0,636759;0,642843;0,644391;0,643234;0,650485;0,657479;0,657103;0,664501;0,663582;0,665680;0,667254;0,673597;0,673628;0,678450;0,682567;0,687321;0,683383;0,691854;0,695212;0,700585;0,707782;0,698885;0,706958;0,709669;0,709466;0,718854;0,722033;0,720771;0,726134;0,725087;0,723156;0,726623;0,726195;0,725379;0,732839;0,730952;0,732213;0,731678;0,736229;0,738326;0,735877;0,738772;0,731428;0,734878;0,742304;0,733613;0,733770;0,731320;0,730480;0,733823;0,729865;0,724012;0,723227;0,724275;0,716930;0,715710;0,714839;0,712319;0,709987;0,705529;0,702209;0,698479;0,690617;0,693520;0,691994;0,684202;0,682519;0,672156;0,675918;0,668027;0,663792;0,661002;0,658468;0,655346;0,651597;0,649732;0,646797;0,643384;0,638078;0,637958;0,638385;0,633946;0,629303;0,628263;0,627378;0,631586;0,624353;0,622307;0,621052;0,617986;0,619791;0,621115;0,619809;0,623213;0,619671;0,617366;0,619030;0,620848;0,620964;0,628086;0,622835;0,626723;0,625400;0,629387;0,634968;0,630338;0,638625;0,641225;0,639097;0,640823;0,644553;0,648047;0,647501;0,651653;0,652119;0,650483;0,653208;0,657626;0,657961;0,656153;0,658486;0,660640;0,659505;0,663841;0,665000;0,661339;0,665971;0,663878;0,663135;0,652498;0,660084;0,655653;0,656026;0,659302;0,658091;0,652302;0,650366;0,644924;0,642458;0,640575;0,637976;0,633524;0,633122;0,628221;0,620091;0,625166;0,615492;0,612124;0,609475;0,601396;0,603463;0,599359;0,593595;0,586082;0,582149;0,579314;0,574309;0,574415;0,568073;0,569491;0,559032;0,557350;0,551425;0,548971;0,545416;0,542083;0,540938;0,536560;0,529151
0,503077;0,508223;0,504976;0,503676;0,508016;0,505040;0,510228;0,507503;0,506694;0,507806;0,507656;0,508234;0,515346;0,511106;0,509431;0,510401;0,511541;0,509789;0,512018;0,515891;0,516103;0,516162;0,515296;0,519153;0,515677;0,516321;0,513409;0,518489;0,517656;0,515411;0,521243;0,520647;0,522709;0,524551;0,522726;0,524848;0,521721;0,523989;0,521453;0,521618;0,524677;0,522080;0,525450;0,523465;0,525425;0,523861;0,528226;0,522262;0,528941;0,528291;0,526708;0,531333;0,529956;0,530215;0,525355;0,530261;0,529506;0,529500;0,534177;0,537300;0,536402;0,535753;0,537506;0,538596;0,539706;0,543950;0,544042;0,547338;0,551692;0,552700;0,558883;0,559457;0,562011;0,560423;0,574191;0,573334;0,574985;0,578628;0,584879;0,586854;0,599906;0,601112;0,601628;0,612697;0,618584;0,623604;0,629922;0,637596;0,645218;0,650615;0,654377;0,661556;0,669805;0,678731;0,687911;0,692638;0,696706;0,707723;0,717986;0,723686;0,730324;0,738357;0,747884;0,748682;0,759019;0,767572;0,774520;0,779314;0,782601;0,792425;0,800836;0,809515;0,804568;0,820221;0,820936;0,829013;0,829902;0,835904;0,840330;0,843232;0,844073;0,842056;0,854896;0,851188;0,861694;0,856603;0,859218;0,858185;0,863318;0,864378;0,853965;0,857225;0,854355;0,852568;0,853453;0,853559;0,853367;0,851867;0,850391;0,840286;0,846104;0,838329;0,833668;0,832665;0,828574;0,831902;0,821167;0,818629;0,815381;0,812924;0,805077;0,797987;0,794614;0,793762;0,788493;0,782500;0,781382;0,775802;0,771343;0,760834;0,752792;0,748147;0,754397;0,739972;0,735800;0,726558;0,721151;0,717490;0,708112;0,702675;0,699826;0,690670;0,685615;0,691211;0,677777;0,673762;0,662459;0,665128;0,651405;0,647934;0,642944;0,637575;0,631458;0,625299;0,617356;0,611292;0,605329;0,603242;0,597280;0,595340;0,591296;0,585771;0,578924;0,573683;0,570250;0,563664;0,564187;0,554531;0,555571;0,550652
0,561442;0,570600;0,567176;0,571749;0,580645;0,583500;0,588002;0,595775;0,602047;0,601451;0,608112;0,617214;0,621601;0,625345;0,636152;0,637823;0,643946;0,652664;0,658571;0,662272;0,664972;0,676720;0,681633;0,682142;0,692246;0,695359;0,706016;0,705724;0,719069;0,723360;0,723470;0,730849;0,737836;0,735664;0,748861;0,748210;0,750018;0,752464;0,765796;0,766849;0,765878;0,764803;0,774949;0,771766;0,775615;0,781991;0,780912;0,780998;0,787448;0,781915;0,787211;0,788626;0,788145;0,789227;0,788305;0,788734;0,787484;0,791174;0,791123;0,783473;0,787254;0,789217;0,784541;0,788122;0,784890;0,788884;0,784882;0,781754;0,781193;0,779683;0,778503;0,782730;0,777892;0,770984;0,771337;0,772531;0,768858;0,765084;0,766914;0,764165;0,761109;0,761610;0,756319;0,755657;0,747924;0,751975;0,747831;0,747973;0,736148;0,739369;0,739333;0,731004;0,734910;0,728946;0,726604;0,721760;0,723009;0,718151;0,714886;0,714867;0,706130;0,703220;0,705721;0,702091;0,696724;0,692522;0,688932;0,686293;0,684613;0,680971;0,677739;0,673446;0,671474;0,669015;0,666911;0,662992;0,660836;0,654235;0,656030;0,649516;0,645938;0,647925;0,640675;0,631667;0,634559;0,628632;0,633125;0,622278;0,625585;0,620056;0,617296;0,614259;0,614607;0,605277;0,600327;0,598559;0,600674;0,595756;0,590320;0,590091;0,591331;0,587730;0,583779;0,580909;0,574727;0,571693;0,566119;0,568585;0,563829;0,563826;0,559384;0,560151;0,552950;0,552872;0,553765;0,549209;0,549430;0,546862;0,538316;0,540926;0,537022;0,538014;0,536313;0,535029;0,532128;0,532971;0,528034;0,528712;0,524482;0,524692;0,528713;0,520666;0,523716;0,516362;0,521282;0,518521;0,518028;0,519066;0,518700;0,514939;0,513519;0,512729;0,515654;0,510763;0,513889;0,515722;0,511678;0,507897;0,507027;0,505545;0,510802;0,507938;0,507578;0,507660;0,507512;0,506914;0,509904;0,510651;0,507379;0,505826
0,503088;0,497554;0,500132;0,503426;0,502642;0,506043;0,505686;0,503696;0,507151;0,505766;0,507369;0,504011;0,503956;0,507629;0,504670;0,507852;0,500146;0,508911;0,508884;0,503781;0,506344;0,511218;0,508552;0,507585;0,507960;0,508977;0,511920;0,511806;0,507672;0,510272;0,508674;0,513233;0,511304;0,511318;0,514460;0,510861;0,510548;0,514567;0,513536;0,515444;0,516034;0,521342;0,515363;0,520068;0,521824;0,526171;0,519726;0,521397;0,521476;0,528436;0,524655;0,531992;0,532216;0,530541;0,532907;0,531777;0,537385;0,539691;0,543145;0,543983;0,547163;0,552168;0,551000;0,559439;0,556214;0,560095;0,562512;0,568037;0,570636;0,575649;0,585377;0,589718;0,590131;0,595289;0,601159;0,610997;0,608948;0,620404;0,630444;0,634098;0,637930;0,644574;0,652907;0,657290;0,665355;0,674170;0,681983;0,695655;0,701223;0,711331;0,718887;0,728095;0,737910;0,745565;0,756845;0,762650;0,774185;0,787160;0,788536;0,798267;0,810215;0,815030;0,831014;0,835038;0,842586;0,848234;0,857867;0,867287;0,873176;0,878300;0,885079;0,893997;0,895189;0,895384;0,902289;0,914777;0,909998;0,915952;0,913608;0,916855;0,915489;0,923070;0,917706;0,918715;0,917429;0,912365;0,910893;0,914555;0,907825;0,902316;0,901857;0,891628;0,883983;0,887032;0,873964;0,875202;0,865791;0,860136;0,853680;0,843954;0,839617;0,829680;0,824491;0,816767;0,806364;0,803117;0,790588;0,789258;0,778511;0,765770;0,764395;0,755732;0,741924;0,736169;0,730979;0,725302;0,710830;0,711034;0,703458;0,691612;0,686216;0,680074;0,673042;0,663947;0,662201;0,655418;0,648524;0,640655;0,639050;0,636552;0,624014;0,625033;0,618032;0,606930;0,609144;0,600913;0,596702;0,595613;0,593519;0,582551;0,579953;0,574336;0,570615;0,565747;0,569158;0,560543;0,559649;0,557305;0,550717;0,544406;0,550169;0,539675;0,541209;0,540177;0,540541;0,534798;0,531095;0,534327;0,526623;0,525181
0,554910;0,560972;0,561204;0,566689;0,576446;0,572740;0,582059;0,585131;0,591800;0,600298;0,603817;0,603560;0,614071;0,614307;0,623645;0,629713;0,634168;0,636804;0,644918;0,647756;0,654005;0,663403;0,667191;0,668992;0,679892;0,684536;0,690476;0,692901;0,698268;0,707749;0,708292;0,714582;0,722180;0,726900;0,731103;0,729104;0,743707;0,741745;0,747048;0,750105;0,752708;0,755995;0,759835;0,763387;0,762537;0,766311;0,770276;0,774279;0,779010;0,772602;0,779127;0,782032;0,777105;0,781679;0,779018;0,782229;0,785389;0,784489;0,789771;0,786161;0,784043;0,789103;0,787017;0,782908;0,787719;0,780730;0,781203;0,780997;0,787982;0,782493;0,781359;0,784220;0,782690;0,782466;0,780785;0,777776;0,778571;0,775198;0,776879;0,775029;0,768699;0,768971;0,767686;0,774423;0,764553;0,762238;0,764294;0,758187;0,752998;0,753407;0,749057;0,746799;0,748293;0,737255;0,743730;0,741336;0,736613;0,728686;0,727766;0,729258;0,724109;0,723105;0,720345;0,718548;0,713052;0,712076;0,707922;0,702298;0,702785;0,697164;0,692743;0,693354;0,689905;0,686621;0,682696;0,679173;0,674410;0,670990;0,668482;0,664565;0,664812;0,658293;0,654604;0,647039;0,643882;0,642453;0,642163;0,638958;0,640798;0,631006;0,631396;0,625785;0,621749;0,621031;0,615561;0,611036;0,609364;0,603353;0,597917;0,600473;0,595074;0,589074;0,591326;0,581622;0,582963;0,578696;0,574041;0,571912;0,569579;0,568134;0,563292;0,562065;0,559872;0,560286;0,552252;0,553344;0,548314;0,547530;0,547257;0,543096;0,536572;0,537933;0,533022;0,532751;0,537082;0,534970;0,532023;0,530167;0,534448;0,522638;0,519227;0,521679;0,522106;0,522189;0,522747;0,520526;0,519471;0,518992;0,515638;0,517176;0,520641;0,512478;0,517094;0,517064;0,513095;0,513468;0,511175;0,504781;0,514441;0,514287;0,511897;0,507212;0,508353;0,509995;0,511100;0,509507;0,508314;0,510606;0,506788;0,513465
0,537256;0,533337;0,536766;0,537484;0,539692;0,549310;0,551227;0,546348;0,557805;0,554328;0,560724;0,563745;0,565968;0,569562;0,567834;0,579295;0,578939;0,580960;0,583929;0,590709;0,590036;0,595694;0,592109;0,599418;0,600225;0,608004;0,604124;0,609042;0,615545;0,613037;0,618960;0,619165;0,622311;0,626668;0,626147;0,624680;0,626754;0,631268;0,633178;0,628230;0,630062;0,636740;0,635458;0,638504;0,638580;0,633543;0,643250;0,640292;0,634714;0,636908;0,632314;0,638024;0,632726;0,638083;0,636727;0,635457;0,634372;0,631546;0,630723;0,626102;0,630894;0,627770;0,629668;0,627516;0,621589;0,622371;0,621775;0,621288;0,616449;0,618587;0,619113;0,614094;0,618587;0,617672;0,616310;0,610437;0,614013;0,607676;0,613992;0,609066;0,611251;0,607285;0,610382;0,609052;0,611716;0,611227;0,613076;0,605016;0,611552;0,605461;0,610479;0,616667;0,609404;0,612953;0,614870;0,615964;0,616605;0,617641;0,617673;0,625206;0,624872;0,626010;0,627584;0,625822;0,628666;0,630401;0,633498;0,632544;0,639295;0,640502;0,643516;0,645811;0,649813;0,654481;0,655857;0,654345;0,662858;0,664306;0,669789;0,667654;0,676777;0,680309;0,680936;0,684639;0,688909;0,695699;0,700017;0,698352;0,704432;0,706863;0,713213;0,717358;0,726354;0,727731;0,735985;0,734466;0,735576;0,741683;0,746437;0,750380;0,753614;0,753548;0,757730;0,763163;0,766841;0,767179;0,770715;0,772104;0,773143;0,778532;0,776358;0,780710;0,780825;0,785464;0,781717;0,781633;0,781441;0,782358;0,780552;0,781109;0,778101;0,774278;0,772771;0,772474;0,767018;0,764323;0,761411;0,758422;0,749708;0,748043;0,744021;0,744697;0,736673;0,731464;0,723332;0,722961;0,715314;0,710124;0,700895;0,693590;0,687730;0,682966;0,674207;0,667246;0,661340;0,655148;0,651982;0,645304;0,637972;0,634498;0,624587;0,620395;0,611592;0,605693;0,598328;0,602623;0,592132;0,589811;0,585986;0,583222
0,512507;0,508033;0,510617;0,507453;0,511635;0,513941;0,518486;0,513413;0,511875;0,516658;0,518612;0,517255;0,517477;0,519807;0,522725;0,525012;0,526795;0,526014;0,525057;0,530887;0,527798;0,529804;0,536380;0,538683;0,536437;0,539090;0,545218;0,545103;0,539753;0,550373;0,548469;0,553990;0,554393;0,559449;0,558041;0,562330;0,568286;0,565668;0,574065;0,573398;0,574775;0,577558;0,587055;0,589805;0,590592;0,588695;0,604202;0,607386;0,608692;0,607945;0,614111;0,622676;0,618529;0,630782;0,631685;0,633434;0,639470;0,644075;0,648794;0,647271;0,657102;0,656811;0,667215;0,671866;0,673716;0,679691;0,684548;0,685497;0,691126;0,695314;0,700340;0,700443;0,711977;0,714730;0,722964;0,721379;0,730937;0,730082;0,732456;0,740275;0,749685;0,746945;0,749779;0,753749;0,760479;0,759628;0,760845;0,768541;0,773632;0,779530;0,778104;0,782773;0,786205;0,785791;0,787768;0,788297;0,794374;0,800624;0,802633;0,802977;0,804530;0,802767;0,809276;0,814293;0,815897;0,807834;0,810960;0,813809;0,814676;0,815483;0,815405;0,817020;0,812629;0,818045;0,812288;0,813494;0,812018;0,808009;0,808270;0,810918;0,802530;0,803516;0,801300;0,796326;0,794855;0,794620;0,787863;0,791391;0,782261;0,780408;0,771026;0,766277;0,759097;0,754190;0,759707;0,751059;0,746626;0,739858;0,733761;0,731099;0,727467;0,713525;0,717384;0,699642;0,700483;0,695067;0,689570;0,681203;0,680909;0,672518;0,668802;0,666934;0,660757;0,654255;0,647361;0,646948;0,635169;0,633537;0,631274;0,619710;0,616791;0,615874;0,612426;0,605180;0,605825;0,594906;0,596701;0,590758;0,585507;0,581301;0,582417;0,572647;0,571385;0,567669;0,559654;0,560667;0,561723;0,557943;0,550178;0,552351;0,548894;0,544529;0,543073;0,541840;0,536797;0,536479;0,536271;0,532735;0,529614;0,528036;0,527077;0,525801;0,522018;0,523275;0,521228;0,526168;0,519162;0,515059;0,514115;0,509702
0,544468;0,551219;0,552029;0,557442;0,559935;0,564433;0,565805;0,569890;0,572767;0,577350;0,574771;0,582785;0,588511;0,590919;0,591849;0,598469;0,601582;0,605515;0,608327;0,613906;0,617681;0,620077;0,627456;0,628439;0,635675;0,638636;0,636431;0,640611;0,648843;0,647637;0,655380;0,654185;0,660656;0,660821;0,659926;0,663419;0,663148;0,664559;0,671259;0,671183;0,671880;0,668704;0,670534;0,667839;0,670823;0,669642;0,665361;0,668864;0,664610;0,665867;0,659556;0,662996;0,659877;0,657102;0,649914;0,651585;0,648936;0,647871;0,648014;0,647698;0,636938;0,636518;0,635685;0,632899;0,629325;0,625272;0,623879;0,617152;0,616587;0,614110;0,612512;0,613444;0,613065;0,602475;0,599512;0,602810;0,600905;0,603284;0,593497;0,601589;0,594121;0,593364;0,593829;0,595563;0,594172;0,591567;0,589617;0,588796;0,592875;0,590654;0,587351;0,594424;0,590200;0,593440;0,596842;0,595689;0,594569;0,595831;0,594086;0,600449;0,598034;0,603443;0,600947;0,606769;0,604168;0,609290;0,612385;0,612347;0,618873;0,622644;0,622574;0,623360;0,630047;0,631954;0,636057;0,639483;0,639345;0,648841;0,650182;0,650303;0,652328;0,655859;0,657397;0,668122;0,666632;0,672733;0,672363;0,680201;0,681852;0,683898;0,694190;0,697461;0,701962;0,702302;0,705167;0,714578;0,716745;0,718203;0,721220;0,724934;0,724919;0,728843;0,732398;0,736502;0,739780;0,742624;0,746965;0,744062;0,741438;0,745832;0,749131;0,753234;0,754809;0,753046;0,751128;0,756772;0,751359;0,755453;0,749160;0,755442;0,747337;0,744935;0,748277;0,743255;0,739685;0,734105;0,735449;0,729238;0,727876;0,722927;0,717026;0,711356;0,700605;0,702989;0,696999;0,694857;0,687710;0,682636;0,681164;0,674152;0,663930;0,659351;0,653226;0,645650;0,641774;0,637158;0,628310;0,623392;0,613409;0,613995;0,602394;0,595792;0,592999;0,594048;0,585544;0,580200;0,576462;0,570157;0,564838;0,561104
0,596492;0,601149;0,616351;0,614204;0,623435;0,633530;0,638491;0,639386;0,655581;0,660389;0,671487;0,680415;0,687862;0,694909;0,703706;0,707860;0,716216;0,730219;0,734876;0,744645;0,756140;0,763358;0,770845;0,779074;0,782128;0,793888;0,803779;0,807602;0,809646;0,817939;0,822442;0,827543;0,836997;0,837804;0,844200;0,849213;0,851052;0,850758;0,854466;0,851757;0,853514;0,858328;0,851013;0,853530;0,852097;0,855033;0,842640;0,843162;0,833036;0,835383;0,831239;0,825949;0,815968;0,817760;0,813049;0,798295;0,795239;0,785203;0,784281;0,775662;0,768627;0,760009;0,755902;0,742302;0,732699;0,727679;0,719087;0,713934;0,703680;0,697294;0,688018;0,685483;0,672024;0,661498;0,658700;0,659292;0,646565;0,640852;0,634573;0,627640;0,623408;0,614341;0,610265;0,607760;0,601683;0,599343;0,591631;0,585888;0,578638;0,577807;0,577607;0,574630;0,568116;0,564779;0,567592;0,557759;0,556810;0,558012;0,555261;0,559780;0,550787;0,547532;0,552295;0,550226;0,545262;0,549823;0,546332;0,549752;0,547156;0,548288;0,548271;0,546099;0,553577;0,551021;0,554008;0,550206;0,551066;0,557464;0,553720;0,553798;0,558980;0,561030;0,564737;0,564772;0,562829;0,567824;0,569986;0,571734;0,570408;0,578051;0,574027;0,580855;0,583051;0,583516;0,593006;0,591155;0,594402;0,594967;0,599497;0,599749;0,601015;0,604795;0,605975;0,606219;0,610962;0,613741;0,613937;0,621889;0,615969;0,620887;0,622395;0,622793;0,629647;0,623663;0,630002;0,628864;0,633636;0,627054;0,630755;0,629527;0,629289;0,630501;0,629416;0,630551;0,622174;0,627125;0,629651;0,619845;0,622627;0,619910;0,617166;0,614167;0,612459;0,611770;0,610391;0,603700;0,609306;0,602369;0,597031;0,594498;0,593020;0,589734;0,585916;0,585877;0,575818;0,576927;0,578765;0,572251;0,570954;0,566848;0,566529;0,563735;0,555991;0,560400;0,550582;0,550426;0,545256;0,543191;0,542635;0,541622
