y_true,y_pred
7.630000114440918,9.969347039308948
14.970000267028809,30.958662373941323
21.280000686645508,21.385630479458584
26.940000534057617,23.15159755523723
31.809999465942383,20.059929877443
38.27000045776367,28.693643290594995
20.25,19.730599988893015
67.91999816894531,57.561854925244205
2.7899999618530273,0.43270879142775565
55.630001068115234,55.26269924175009
27.459999084472656,17.886657006267363
10.960000038146973,34.7621358054183
1.3300000429153442,3.6152592942173296
50.20000076293945,43.51000301145145
42.52000045776367,3.6272539210137125
11.720000267028809,16.088082064031255
20.420000076293945,24.90973608230904
37.04999923706055,25.06358190483259
25.40999984741211,51.06451171874615
12.989999771118164,14.41992648571231
21.75,39.12197481988027
29.899999618530273,30.43464099617537
11.760000228881836,7.187665904229549
67.54000091552734,72.00497431501513
53.0099983215332,48.45266012891824
15.9399995803833,13.439326266985631
49.58000183105469,48.105326294926925
57.560001373291016,51.56124997091096
41.560001373291016,34.196516436802575
26.700000762939453,34.6087818079495
44.95000076293945,16.229088278774906
52.060001373291016,67.35780625338273
25.110000610351562,26.07787011453794
9.109999656677246,28.645657982664513
74.13999938964844,59.73500491209916
84.56999969482422,71.34774281365489
43.810001373291016,31.011951780790284
20.75,15.120771418605003
30.399999618530273,23.92233330714123
74.36000061035156,69.71806488729517
26.799999237060547,40.670371492652215
15.100000381469727,12.315097790609538
2.4800000190734863,6.785783476903019
48.66999816894531,38.7182525823486
27.3799991607666,36.765212943702124
17.389999389648438,-12.39842548893467
27.110000610351562,30.431200737681337
13.0600004196167,12.997552678044372
63.310001373291016,29.03353089467212
22.100000381469727,29.36151964607324
10.84000015258789,27.602279888407168
46.5099983215332,64.87896149488111
24.469999313354492,18.586516205346733
32.220001220703125,32.19997102969297
29.639999389648438,33.55701073472321
48.29999923706055,54.14339852957659
7.579999923706055,24.49075318269834
35.77000045776367,27.47545225393879
13.09000015258789,40.46749770803821
