ID;Rep;Hardness;trait_class;CSplit
108308002198;1;82.0906121;(60,Inf];Train
108308002198;2;82.0906121;(60,Inf];Train
108308002198;3;82.0906121;(60,Inf];Train
108308002198;4;82.0906121;(60,Inf];Train
108308002242;1;77.66032345;(60,Inf];Train
108308002242;2;77.66032345;(60,Inf];Train
108308002242;3;77.66032345;(60,Inf];Train
108308002242;4;77.66032345;(60,Inf];Train
108308002271;1;38.08510758;[0,60];Train
108308002271;2;38.08510758;[0,60];Train
108308002271;3;38.08510758;[0,60];Train
108308002271;4;38.08510758;[0,60];Train
108308002280;1;56.27633571;[0,60];Train
108308002280;2;56.27633571;[0,60];Train
108308002280;3;56.27633571;[0,60];Train
108308002280;4;56.27633571;[0,60];Train
108308002355;1;80.98386526;(60,Inf];Train
108308002355;2;80.98386526;(60,Inf];Train
108308002355;3;80.98386526;(60,Inf];Train
108308002355;4;80.98386526;(60,Inf];Train
108308002369;1;100.6360536;(60,Inf];Train
108308002369;2;100.6360536;(60,Inf];Train
108308002369;3;100.6360536;(60,Inf];Train
108308002369;4;100.6360536;(60,Inf];Train
108308002440;1;85.89742138;(60,Inf];Train
108308002440;2;85.89742138;(60,Inf];Train
108308002440;3;85.89742138;(60,Inf];Train
108308002440;4;85.89742138;(60,Inf];Train
108308002535;1;45.01511125;[0,60];Train
108308002535;2;45.01511125;[0,60];Train
108308002535;3;45.01511125;[0,60];Train
108308002535;4;45.01511125;[0,60];Train
108308002540;1;26.8606622;[0,60];Train
108308002540;2;26.8606622;[0,60];Train
108308002540;3;26.8606622;[0,60];Train
108308002540;4;26.8606622;[0,60];Train
108308002607;1;29.99370605;[0,60];Train
108308002607;2;29.99370605;[0,60];Train
108308002607;3;29.99370605;[0,60];Train
108308002607;4;29.99370605;[0,60];Train
108308002608;1;86.45983742;(60,Inf];Train
108308002608;2;86.45983742;(60,Inf];Train
108308002608;3;86.45983742;(60,Inf];Train
108308002608;4;86.45983742;(60,Inf];Train
108308002744;1;50.81266318;[0,60];Train
108308002744;2;50.81266318;[0,60];Train
108308002744;3;50.81266318;[0,60];Train
108308002744;4;50.81266318;[0,60];Train
108308002760;1;66.72243057;(60,Inf];Train
108308002760;2;66.72243057;(60,Inf];Train
108308002760;3;66.72243057;(60,Inf];Train
108308002760;4;66.72243057;(60,Inf];Train
108308002783;1;29.27657218;[0,60];Train
108308002783;2;29.27657218;[0,60];Train
108308002783;3;29.27657218;[0,60];Train
108308002783;4;29.27657218;[0,60];Train
108308002975;1;73.24844372;(60,Inf];Train
108308002975;2;73.24844372;(60,Inf];Train
108308002975;3;73.24844372;(60,Inf];Train
108308002975;4;73.24844372;(60,Inf];Train
108308002987;1;73.48944279;(60,Inf];Train
108308002987;2;73.48944279;(60,Inf];Train
108308002987;3;73.48944279;(60,Inf];Train
108308002987;4;73.48944279;(60,Inf];Train
108308003008;1;84.14871517;(60,Inf];Train
108308003008;2;84.14871517;(60,Inf];Train
108308003008;3;84.14871517;(60,Inf];Train
108308003008;4;84.14871517;(60,Inf];Train
108308003016;1;64.76342119;(60,Inf];Train
108308003016;2;64.76342119;(60,Inf];Train
108308003016;3;64.76342119;(60,Inf];Train
108308003016;4;64.76342119;(60,Inf];Train
108308003023;1;81.11116741;(60,Inf];Train
108308003023;2;81.11116741;(60,Inf];Train
108308003023;3;81.11116741;(60,Inf];Train
108308003023;4;81.11116741;(60,Inf];Train
108308003027;1;92.31790489;(60,Inf];Train
108308003027;2;92.31790489;(60,Inf];Train
108308003027;3;92.31790489;(60,Inf];Train
108308003027;4;92.31790489;(60,Inf];Train
108308003043;1;85.03990394;(60,Inf];Train
108308003043;2;85.03990394;(60,Inf];Train
108308003043;3;85.03990394;(60,Inf];Train
108308003043;4;85.03990394;(60,Inf];Train
108308003051;1;46.76822326;[0,60];Train
108308003051;2;46.76822326;[0,60];Train
108308003051;3;46.76822326;[0,60];Train
108308003051;4;46.76822326;[0,60];Train
108308003060;1;90.51782196;(60,Inf];Train
108308003060;2;90.51782196;(60,Inf];Train
108308003060;3;90.51782196;(60,Inf];Train
108308003060;4;90.51782196;(60,Inf];Train
108308003098;1;24.78561994;[0,60];Train
108308003098;2;24.78561994;[0,60];Train
108308003098;3;24.78561994;[0,60];Train
108308003098;4;24.78561994;[0,60];Train
108308003106;1;76.49655448;(60,Inf];Train
108308003106;2;76.49655448;(60,Inf];Train
108308003106;3;76.49655448;(60,Inf];Train
108308003106;4;76.49655448;(60,Inf];Train
108308003130;1;90.21231506;(60,Inf];Train
108308003130;2;90.21231506;(60,Inf];Train
108308003130;3;90.21231506;(60,Inf];Train
108308003130;4;90.21231506;(60,Inf];Train
108308003136;1;38.8755831;[0,60];Train
108308003136;2;38.8755831;[0,60];Train
108308003136;3;38.8755831;[0,60];Train
108308003136;4;38.8755831;[0,60];Train
108308003164;1;29.93701801;[0,60];Train
108308003164;2;29.93701801;[0,60];Train
108308003164;3;29.93701801;[0,60];Train
108308003164;4;29.93701801;[0,60];Train
108308003168;1;100.6863414;(60,Inf];Train
108308003168;2;100.6863414;(60,Inf];Train
108308003168;3;100.6863414;(60,Inf];Train
108308003168;4;100.6863414;(60,Inf];Train
108308003181;1;50.28659515;[0,60];Train
108308003181;2;50.28659515;[0,60];Train
108308003181;3;50.28659515;[0,60];Train
108308003181;4;50.28659515;[0,60];Train
108308003191;1;62.93351616;(60,Inf];Train
108308003191;2;62.93351616;(60,Inf];Train
108308003191;3;62.93351616;(60,Inf];Train
108308003191;4;62.93351616;(60,Inf];Train
108308003198;1;96.62458504;(60,Inf];Train
108308003198;2;96.62458504;(60,Inf];Train
108308003198;3;96.62458504;(60,Inf];Train
108308003198;4;96.62458504;(60,Inf];Train
108308003209;1;75.09307003;(60,Inf];Train
108308003209;2;75.09307003;(60,Inf];Train
108308003209;3;75.09307003;(60,Inf];Train
108308003209;4;75.09307003;(60,Inf];Train
108308003241;1;64.42831914;(60,Inf];Train
108308003241;2;64.42831914;(60,Inf];Train
108308003241;3;64.42831914;(60,Inf];Train
108308003241;4;64.42831914;(60,Inf];Train
108308003245;1;50.6049478;[0,60];Train
108308003245;2;50.6049478;[0,60];Train
108308003245;3;50.6049478;[0,60];Train
108308003245;4;50.6049478;[0,60];Train
108308003254;1;88.70206077;(60,Inf];Train
108308003254;2;88.70206077;(60,Inf];Train
108308003254;3;88.70206077;(60,Inf];Train
108308003254;4;88.70206077;(60,Inf];Train
108308003264;1;65.17920571;(60,Inf];Train
108308003264;2;65.17920571;(60,Inf];Train
108308003264;3;65.17920571;(60,Inf];Train
108308003264;4;65.17920571;(60,Inf];Train
108308003283;1;67.65591738;(60,Inf];Train
108308003283;2;67.65591738;(60,Inf];Train
108308003283;3;67.65591738;(60,Inf];Train
108308003283;4;67.65591738;(60,Inf];Train
108308003290;1;75.37372135;(60,Inf];Train
108308003290;2;75.37372135;(60,Inf];Train
108308003290;3;75.37372135;(60,Inf];Train
108308003290;4;75.37372135;(60,Inf];Train
108308003292;1;73.21366413;(60,Inf];Train
108308003292;2;73.21366413;(60,Inf];Train
108308003292;3;73.21366413;(60,Inf];Train
108308003292;4;73.21366413;(60,Inf];Train
108308003296;1;63.68709968;(60,Inf];Train
108308003296;2;63.68709968;(60,Inf];Train
108308003296;3;63.68709968;(60,Inf];Train
108308003296;4;63.68709968;(60,Inf];Train
108308003306;1;72.03969635;(60,Inf];Train
108308003306;2;72.03969635;(60,Inf];Train
108308003306;3;72.03969635;(60,Inf];Train
108308003306;4;72.03969635;(60,Inf];Train
108308003307;1;100.1942514;(60,Inf];Train
108308003307;2;100.1942514;(60,Inf];Train
108308003307;3;100.1942514;(60,Inf];Train
108308003307;4;100.1942514;(60,Inf];Train
108308003316;1;43.57344289;[0,60];Train
108308003316;2;43.57344289;[0,60];Train
108308003316;3;43.57344289;[0,60];Train
108308003316;4;43.57344289;[0,60];Train
108308003319;1;86.91696762;(60,Inf];Train
108308003319;2;86.91696762;(60,Inf];Train
108308003319;3;86.91696762;(60,Inf];Train
108308003319;4;86.91696762;(60,Inf];Train
108308003322;1;60.83922046;(60,Inf];Train
108308003322;2;60.83922046;(60,Inf];Train
108308003322;3;60.83922046;(60,Inf];Train
108308003322;4;60.83922046;(60,Inf];Train
108308003323;1;70.43616139;(60,Inf];Train
108308003323;2;70.43616139;(60,Inf];Train
108308003323;3;70.43616139;(60,Inf];Train
108308003323;4;70.43616139;(60,Inf];Train
108308003334;1;88.65287807;(60,Inf];Train
108308003334;2;88.65287807;(60,Inf];Train
108308003334;3;88.65287807;(60,Inf];Train
108308003334;4;88.65287807;(60,Inf];Train
